timestamp [ms],,temperature [C],pressure [Pa], altitude [m] ,pm2_5 [microg/m3],pm10_0 [microg/m3]
2556903,2556.903,14.76,87004.01,1267.01,16,20
2556929,2556.929,14.76,87003.55,1267.05,16,20
2556955,2556.955,14.76,87001.07,1267.29,16,20
2556981,2556.981,14.76,87003.78,1267.03,16,20
2557007,2557.007,14.77,87001.87,1267.21,16,20
2565640,2565.64,14.77,86963.61,1270.82,14,18
2565666,2565.666,14.76,86969.14,1270.29,14,18
2565692,2565.692,14.76,86962.04,1270.96,14,18
2565718,2565.718,14.76,86969.59,1270.25,14,18
2565744,2565.744,14.76,86965.07,1270.68,14,18
2565770,2565.77,14.76,86967.97,1270.41,14,18
2565796,2565.796,14.76,86964.77,1270.71,14,18
2565822,2565.822,14.76,86963.78,1270.8,14,18
2565848,2565.848,14.76,86968.36,1270.37,14,18
2565874,2565.874,14.76,86965.15,1270.67,14,18
2565900,2565.9,14.76,86966.88,1270.51,14,18
2565926,2565.926,14.76,86962.7,1270.9,14,18
2565952,2565.952,14.76,86964.02,1270.78,14,18
2565978,2565.978,14.76,86962.91,1270.88,14,18
2566004,2566.004,14.76,86961.69,1271,14,18
2566030,2566.03,14.76,86964.8,1270.7,14,18
2566056,2566.056,14.76,86961.86,1270.98,14,18
2566082,2566.082,14.76,86963.23,1270.85,14,18
2566108,2566.108,14.77,86963.64,1270.81,14,18
2566134,2566.134,14.77,86962.56,1270.91,14,18
2566160,2566.16,14.77,86967.12,1270.48,14,18
2566186,2566.186,14.77,86964.66,1270.72,14,18
2566212,2566.212,14.77,86966.2,1270.57,14,18
2566238,2566.238,14.77,86961.73,1270.99,14,18
2566264,2566.264,14.77,86964.38,1270.74,14,18
2566290,2566.29,14.77,86965.84,1270.61,14,18
2566316,2566.316,14.77,86965.16,1270.67,14,18
2566342,2566.342,14.77,86963.25,1270.85,14,18
2566368,2566.368,14.77,86961.62,1271,14,18
2566394,2566.394,14.77,86963.4,1270.84,14,18
2566420,2566.42,14.77,86963.12,1270.86,14,18
2566459,2566.459,14.77,86965.16,1270.67,14,18
2566480,2566.48,14.77,86963.09,1270.86,14,18
2566506,2566.506,14.77,86963.52,1270.82,14,18
2566532,2566.532,14.77,86962.41,1270.93,14,18
2566558,2566.558,14.77,86959.14,1271.24,14,18
2566584,2566.584,14.77,86961.94,1270.97,14,18
2566610,2566.61,14.77,86961.71,1270.99,14,18
2566636,2566.636,14.77,86962.6,1270.91,14,18
2566662,2566.662,14.77,86961.52,1271.01,14,18
2566687,2566.687,14.77,86959.95,1271.16,14,18
2566713,2566.713,14.77,86960.12,1271.14,14,18
2566739,2566.739,14.77,86959.33,1271.22,14,18
2566765,2566.765,14.77,86959.43,1271.21,14,18
2566791,2566.791,14.77,86960.07,1271.15,14,18
2566817,2566.817,14.77,86961.85,1270.98,14,18
2566843,2566.843,14.77,86960.97,1271.06,14,18
2566869,2566.869,14.77,86960.1,1271.15,14,18
2566895,2566.895,14.77,86959.97,1271.16,14,18
2566921,2566.921,14.77,86962.52,1270.92,14,18
2566947,2566.947,14.77,86959.77,1271.18,14,18
2566973,2566.973,14.77,86961.73,1270.99,14,18
2566999,2566.999,14.77,86958.4,1271.31,14,18
2567025,2567.025,14.77,86961.84,1270.98,14,18
2567051,2567.051,14.77,86957.7,1271.37,14,18
2567077,2567.077,14.77,86963.81,1270.8,14,18
2567103,2567.103,14.77,86962.53,1270.92,14,18
2567129,2567.129,14.77,86959.12,1271.24,14,18
2567155,2567.155,14.77,86959.8,1271.17,14,18
2567181,2567.181,14.77,86958.39,1271.31,14,18
2567207,2567.207,14.77,86959.68,1271.19,14,18
2567233,2567.233,14.77,86961.73,1270.99,14,18
2567259,2567.259,14.77,86961.28,1271.04,14,18
2567285,2567.285,14.77,86959.98,1271.16,14,18
2567311,2567.311,14.77,86959.56,1271.2,14,18
2567337,2567.337,14.77,86962.05,1270.96,14,18
2567363,2567.363,14.77,86959.82,1271.17,15,19
2567389,2567.389,14.77,86963.79,1270.8,15,19
2567415,2567.415,14.77,86961.09,1271.05,15,19
2567441,2567.441,14.77,86959.17,1271.23,15,19
2567481,2567.481,14.77,86959.2,1271.23,15,19
2567501,2567.501,14.77,86958.75,1271.27,15,19
2567527,2567.527,14.77,86958.6,1271.29,15,19
2567553,2567.553,14.77,86958.87,1271.26,15,19
2567579,2567.579,14.77,86960.2,1271.14,15,19
2567605,2567.605,14.77,86957.23,1271.42,15,19
2567631,2567.631,14.77,86955.6,1271.57,15,19
2567657,2567.657,14.77,86955.95,1271.54,15,19
2567683,2567.683,14.77,86957.7,1271.37,15,19
2567709,2567.709,14.77,86958.92,1271.26,15,19
2567735,2567.735,14.77,86960.3,1271.13,15,19
2567761,2567.761,14.77,86958.84,1271.27,15,19
2567787,2567.787,14.77,86958.63,1271.28,15,19
2567813,2567.813,14.77,86958.16,1271.33,15,19
2567839,2567.839,14.77,86957.81,1271.36,15,19
2567864,2567.864,14.77,86957.34,1271.41,15,19
2567890,2567.89,14.77,86960.52,1271.11,15,19
2567916,2567.916,14.77,86955.83,1271.55,15,19
2567942,2567.942,14.77,86957.97,1271.35,15,19
2567968,2567.968,14.77,86957.91,1271.35,15,19
2567994,2567.994,14.77,86961.13,1271.05,15,19
2568020,2568.02,14.77,86958.05,1271.34,15,19
2568046,2568.046,14.77,86956.88,1271.45,15,19
2568072,2568.072,14.77,86954.12,1271.71,15,19
2568098,2568.098,14.77,86956.96,1271.44,15,19
2568124,2568.124,14.77,86957.19,1271.42,15,19
2568150,2568.15,14.77,86957.75,1271.37,15,19
2568176,2568.176,14.77,86960.72,1271.09,15,19
2568202,2568.202,14.77,86961.88,1270.98,15,19
2568228,2568.228,14.77,86957.6,1271.38,15,19
2568254,2568.254,14.77,86959.38,1271.21,15,19
2568280,2568.28,14.77,86955.63,1271.57,15,19
2568306,2568.306,14.77,86956.95,1271.44,15,19
2568332,2568.332,14.77,86955.22,1271.61,15,19
2568358,2568.358,14.77,86956.33,1271.5,15,19
2568384,2568.384,14.77,86953.83,1271.74,14,17
2568410,2568.41,14.77,86956.17,1271.52,14,17
2568436,2568.436,14.77,86954.34,1271.69,14,17
2568462,2568.462,14.77,86957.04,1271.44,14,17
2568502,2568.502,14.77,86957.05,1271.43,14,17
2568522,2568.522,14.77,86958.62,1271.29,14,17
2568548,2568.548,14.77,86956.77,1271.46,14,17
2568574,2568.574,14.77,86955.85,1271.55,14,17
2568600,2568.6,14.77,86956.93,1271.45,14,17
2568626,2568.626,14.77,86957.87,1271.36,14,17
2568652,2568.652,14.77,86955.98,1271.54,14,17
2568678,2568.678,14.77,86956.88,1271.45,14,17
2568704,2568.704,14.77,86956.52,1271.48,14,17
2568730,2568.73,14.77,86953.7,1271.75,14,17
2568756,2568.756,14.77,86957.74,1271.37,14,17
2568782,2568.782,14.77,86954.05,1271.72,14,17
2568808,2568.808,14.77,86956.52,1271.48,14,17
2568834,2568.834,14.77,86951.17,1271.99,14,17
2568860,2568.86,14.77,86953.05,1271.81,14,17
2568886,2568.886,14.77,86951.71,1271.94,14,17
2568912,2568.912,14.77,86952.43,1271.87,14,17
2568938,2568.938,14.77,86952.27,1271.88,14,17
2568964,2568.964,14.77,86952.59,1271.85,14,17
2568990,2568.99,14.77,86954.45,1271.68,14,17
2569015,2569.015,14.77,86951.34,1271.97,14,17
2569041,2569.041,14.77,86952.98,1271.82,14,17
2569067,2569.067,14.77,86954.23,1271.7,14,17
2569093,2569.093,14.77,86952.54,1271.86,14,17
2569119,2569.119,14.77,86951.56,1271.95,14,17
2569145,2569.145,14.77,86951.42,1271.96,14,17
2569171,2569.171,14.77,86953.03,1271.81,14,17
2569197,2569.197,14.77,86949.76,1272.12,14,17
2569223,2569.223,14.77,86955.16,1271.61,14,17
2569249,2569.249,14.77,86952.46,1271.87,14,17
2569275,2569.275,14.77,86955.02,1271.63,14,17
2569301,2569.301,14.77,86952.55,1271.86,14,17
2569327,2569.327,14.77,86956.29,1271.51,14,17
2569353,2569.353,14.77,86954.98,1271.63,14,17
2569379,2569.379,14.77,86954.12,1271.71,14,17
2569405,2569.405,14.77,86953.3,1271.79,14,17
2569431,2569.431,14.77,86949.81,1272.12,14,18
2569457,2569.457,14.77,86953.95,1271.73,14,18
2569483,2569.483,14.77,86953.27,1271.79,14,18
2569523,2569.523,14.77,86952.23,1271.89,14,18
2569543,2569.543,14.77,86954.09,1271.71,14,18
2569569,2569.569,14.77,86953.33,1271.79,14,18
2569595,2569.595,14.77,86953.35,1271.78,14,18
2569621,2569.621,14.77,86948.21,1272.27,14,18
2569647,2569.647,14.77,86949.45,1272.15,14,18
2569673,2569.673,14.77,86948.53,1272.24,14,18
2569699,2569.699,14.77,86946.95,1272.39,14,18
2569725,2569.725,14.77,86948.63,1272.23,14,18
2569751,2569.751,14.77,86950.82,1272.02,14,18
2569777,2569.777,14.77,86947.98,1272.29,14,18
2569803,2569.803,14.77,86947,1272.38,14,18
2569829,2569.829,14.77,86951.02,1272,14,18
2569855,2569.855,14.77,86950.19,1272.08,14,18
2569881,2569.881,14.77,86951.48,1271.96,14,18
2569907,2569.907,14.77,86946.02,1272.47,14,18
2569933,2569.933,14.77,86948.7,1272.22,14,18
2569959,2569.959,14.77,86949.16,1272.18,14,18
2569985,2569.985,14.77,86947.73,1272.31,14,18
2570011,2570.011,14.77,86947.98,1272.29,14,18
2570037,2570.037,14.77,86948.49,1272.24,14,18
2570063,2570.063,14.77,86948.99,1272.19,14,18
2570089,2570.089,14.77,86949.12,1272.18,14,18
2570115,2570.115,14.77,86948.14,1272.27,14,18
2570141,2570.141,14.77,86947.3,1272.35,14,18
2570167,2570.167,14.77,86946.14,1272.46,14,18
2570193,2570.193,14.77,86949.43,1272.15,14,18
2570219,2570.219,14.77,86948.41,1272.25,14,18
2570245,2570.245,14.78,86950.64,1272.04,14,18
2570271,2570.271,14.78,86949.85,1272.11,14,18
2570296,2570.296,14.78,86950.67,1272.03,14,18
2570322,2570.322,14.78,86951.12,1271.99,14,18
2570348,2570.348,14.78,86946.56,1272.42,14,18
2570374,2570.374,14.78,86947.23,1272.36,14,18
2570400,2570.4,14.78,86949.84,1272.11,14,18
2570426,2570.426,14.78,86945.41,1272.53,14,18
2570452,2570.452,14.78,86947.23,1272.36,14,18
2570478,2570.478,14.78,86947.91,1272.3,14,18
2570504,2570.504,14.78,86949.6,1272.14,14,18
2570544,2570.544,14.78,86949.38,1272.16,14,18
2570564,2570.564,14.78,86947.04,1272.38,14,18
2570590,2570.59,14.77,86945.33,1272.54,14,18
2570616,2570.616,14.77,86946.55,1272.42,14,18
2570642,2570.642,14.77,86944.55,1272.61,14,18
2570668,2570.668,14.77,86944.58,1272.61,14,18
2570694,2570.694,14.77,86944.14,1272.65,14,18
2570720,2570.72,14.77,86944.76,1272.59,14,18
2570746,2570.746,14.77,86946.09,1272.47,14,18
2570772,2570.772,14.77,86946.41,1272.44,14,18
2570798,2570.798,14.77,86946.43,1272.44,14,18
2570824,2570.824,14.77,86943.68,1272.69,14,18
2570850,2570.85,14.77,86946.28,1272.45,14,18
2570876,2570.876,14.77,86942.25,1272.83,14,18
2570902,2570.902,14.77,86946.17,1272.46,14,18
2570928,2570.928,14.77,86943.92,1272.67,14,18
2570954,2570.954,14.78,86944.82,1272.59,14,18
2570980,2570.98,14.77,86942.74,1272.78,14,18
2571006,2571.006,14.78,86944.55,1272.61,14,18
2571032,2571.032,14.78,86943.15,1272.74,14,18
2571058,2571.058,14.78,86946.86,1272.39,14,18
2571084,2571.084,14.77,86944.34,1272.63,14,18
2571110,2571.11,14.78,86943.08,1272.75,14,18
2571136,2571.136,14.78,86942.8,1272.78,14,18
2571162,2571.162,14.78,86944.03,1272.66,14,18
2571188,2571.188,14.78,86947,1272.38,14,18
2571214,2571.214,14.78,86944.26,1272.64,14,18
2571240,2571.24,14.78,86946.9,1272.39,14,18
2571266,2571.266,14.77,86944.06,1272.66,14,18
2571292,2571.292,14.78,86947.57,1272.33,14,18
2571318,2571.318,14.77,86944.09,1272.66,14,18
2571344,2571.344,14.77,86945.74,1272.5,14,18
2571370,2571.37,14.77,86947.2,1272.36,14,18
2571396,2571.396,14.77,86944.39,1272.63,14,18
2571422,2571.422,14.78,86948.2,1272.27,14,18
2571448,2571.448,14.77,86943.87,1272.68,14,18
2571474,2571.474,14.78,86947.58,1272.33,15,18
2571500,2571.5,14.78,86942.37,1272.82,15,18
2571525,2571.525,14.78,86943.72,1272.69,15,18
2571565,2571.565,14.78,86945.18,1272.55,15,18
2571586,2571.586,14.78,86942.9,1272.77,15,18
2571612,2571.612,14.77,86943.2,1272.74,15,18
2571638,2571.638,14.77,86940.76,1272.97,15,18
2571664,2571.664,14.77,86943.89,1272.67,15,18
2571689,2571.689,14.77,86942.95,1272.76,15,18
2571715,2571.715,14.77,86943.97,1272.67,15,18
2571741,2571.741,14.77,86943.32,1272.73,15,18
2571767,2571.767,14.77,86941.77,1272.87,15,18
2571793,2571.793,14.77,86943.38,1272.72,15,18
2571819,2571.819,14.77,86942.01,1272.85,15,18
2571845,2571.845,14.77,86938.84,1273.15,15,18
2571871,2571.871,14.77,86942.05,1272.85,15,18
2571897,2571.897,14.77,86939.07,1273.13,15,18
2571923,2571.923,14.77,86939.34,1273.1,15,18
2571949,2571.949,14.77,86939.62,1273.08,15,18
2571975,2571.975,14.77,86940.42,1273,15,18
2572001,2572.001,14.77,86941.63,1272.89,15,18
2572027,2572.027,14.77,86939.63,1273.08,15,18
2572053,2572.053,14.77,86942.61,1272.79,15,18
2572079,2572.079,14.78,86942.53,1272.8,15,18
2572105,2572.105,14.78,86942.97,1272.76,15,18
2572131,2572.131,14.78,86939.99,1273.04,15,18
2572157,2572.157,14.78,86939.7,1273.07,15,18
2572183,2572.183,14.78,86937.19,1273.31,15,18
2572209,2572.209,14.78,86940.04,1273.04,15,18
2572235,2572.235,14.78,86938.77,1273.16,15,18
2572261,2572.261,14.78,86937.24,1273.3,15,18
2572287,2572.287,14.78,86940.54,1272.99,15,18
2572313,2572.313,14.78,86938.72,1273.16,15,18
2572339,2572.339,14.78,86941.04,1272.94,15,18
2572365,2572.365,14.78,86939.67,1273.07,15,18
2572391,2572.391,14.78,86940.81,1272.96,15,18
2572417,2572.417,14.78,86936.95,1273.33,15,18
2572443,2572.443,14.78,86938.66,1273.17,15,18
2572469,2572.469,14.78,86939.64,1273.07,15,18
2572495,2572.495,14.78,86939.01,1273.13,14,18
2572521,2572.521,14.78,86941.36,1272.91,14,18
2572547,2572.547,14.78,86939.81,1273.06,14,18
2572586,2572.586,14.78,86940.33,1273.01,14,18
2572607,2572.607,14.78,86939.71,1273.07,14,18
2572633,2572.633,14.77,86939.73,1273.07,14,18
2572659,2572.659,14.77,86938.76,1273.16,14,18
2572685,2572.685,14.77,86938.58,1273.17,14,18
2572710,2572.71,14.77,86941.4,1272.91,14,18
2572736,2572.736,14.77,86938.91,1273.14,14,18
2572762,2572.762,14.77,86942.35,1272.82,14,18
2572788,2572.788,14.77,86941.11,1272.94,14,18
2572814,2572.814,14.77,86940.39,1273,14,18
2572840,2572.84,14.77,86940.63,1272.98,14,18
2572866,2572.866,14.77,86940.55,1272.99,14,18
2572892,2572.892,14.77,86942.24,1272.83,14,18
2572918,2572.918,14.77,86938.58,1273.17,14,18
2572944,2572.944,14.77,86938,1273.23,14,18
2572970,2572.97,14.78,86940.51,1272.99,14,18
2572996,2572.996,14.78,86938.37,1273.19,14,18
2573022,2573.022,14.78,86938.72,1273.16,14,18
2573048,2573.048,14.78,86938.46,1273.19,14,18
2573074,2573.074,14.78,86937.98,1273.23,14,18
2573100,2573.1,14.78,86938.77,1273.16,14,18
2573126,2573.126,14.78,86937.55,1273.27,14,18
2573152,2573.152,14.78,86937.02,1273.32,14,18
2573178,2573.178,14.78,86939.26,1273.11,14,18
2573204,2573.204,14.78,86936.58,1273.36,14,18
2573230,2573.23,14.78,86938.18,1273.21,14,18
2573256,2573.256,14.78,86934.7,1273.54,14,18
2573282,2573.282,14.78,86938.96,1273.14,14,18
2573308,2573.308,14.78,86937.33,1273.29,14,18
2573334,2573.334,14.78,86936.39,1273.38,14,18
2573360,2573.36,14.78,86938.16,1273.21,14,18
2573386,2573.386,14.78,86936.48,1273.37,14,18
2573412,2573.412,14.78,86938.13,1273.22,14,18
2573438,2573.438,14.78,86935.9,1273.43,14,18
2573464,2573.464,14.78,86940.09,1273.03,14,18
2573490,2573.49,14.78,86941.46,1272.9,14,18
2573516,2573.516,14.78,86937.17,1273.31,14,18
2573542,2573.542,14.78,86940.98,1272.95,14,17
2573568,2573.568,14.78,86934.96,1273.52,14,17
2573607,2573.607,14.78,86939.16,1273.12,14,17
2573628,2573.628,14.78,86931.84,1273.81,14,17
2573654,2573.654,14.78,86938.53,1273.18,14,17
2573680,2573.68,14.77,86938.92,1273.14,14,17
2573706,2573.706,14.77,86940.32,1273.01,14,17
2573732,2573.732,14.77,86938.1,1273.22,14,17
2573758,2573.758,14.77,86938.74,1273.16,14,17
2573784,2573.784,14.77,86941.83,1272.87,14,17
2573809,2573.809,14.77,86941.95,1272.86,14,17
2573835,2573.835,14.77,86940.18,1273.02,14,17
2573861,2573.861,14.77,86942.35,1272.82,14,17
2573887,2573.887,14.77,86939.89,1273.05,14,17
2573913,2573.913,14.78,86941.63,1272.89,14,17
2573939,2573.939,14.78,86939.63,1273.08,14,17
2573965,2573.965,14.78,86943.59,1272.7,14,17
2573991,2573.991,14.78,86941.49,1272.9,14,17
2574017,2574.017,14.78,86939.65,1273.07,14,17
2574043,2574.043,14.78,86940.26,1273.02,14,17
2574069,2574.069,14.78,86941.91,1272.86,14,17
2574095,2574.095,14.78,86944.58,1272.61,14,17
2574121,2574.121,14.78,86942.84,1272.77,14,17
2574147,2574.147,14.78,86942.2,1272.83,14,17
2574173,2574.173,14.78,86936.54,1273.37,14,17
2574199,2574.199,14.78,86939.76,1273.06,14,17
2574225,2574.225,14.78,86937.19,1273.31,14,17
2574251,2574.251,14.78,86939.39,1273.1,14,17
2574277,2574.277,14.78,86937.42,1273.28,14,17
2574303,2574.303,14.78,86939.77,1273.06,14,17
2574329,2574.329,14.78,86938.37,1273.19,14,17
2574355,2574.355,14.78,86939.48,1273.09,14,17
2574381,2574.381,14.78,86941.09,1272.94,14,17
2574407,2574.407,14.78,86942.54,1272.8,14,17
2574433,2574.433,14.78,86943.27,1272.73,14,17
2574459,2574.459,14.78,86944.27,1272.64,14,17
2574485,2574.485,14.78,86945.79,1272.5,14,17
2574511,2574.511,14.78,86945.54,1272.52,14,17
2574537,2574.537,14.78,86948.09,1272.28,14,17
2574563,2574.563,14.78,86944.71,1272.6,14,18
2574589,2574.589,14.78,86945.4,1272.53,14,18
2574628,2574.628,14.78,86945.34,1272.54,14,18
2574649,2574.649,14.78,86946.86,1272.39,14,18
2574675,2574.675,14.78,86948.89,1272.2,14,18
2574701,2574.701,14.78,86947.69,1272.32,14,18
2574727,2574.727,14.77,86944.66,1272.6,14,18
2574753,2574.753,14.77,86949.35,1272.16,14,18
2574779,2574.779,14.77,86949.67,1272.13,14,18
2574805,2574.805,14.77,86948.36,1272.25,14,18
2574831,2574.831,14.77,86950.64,1272.04,14,18
2574857,2574.857,14.77,86949.48,1272.15,14,18
2574883,2574.883,14.77,86951.26,1271.98,14,18
2574909,2574.909,14.78,86946.13,1272.46,14,18
2574934,2574.934,14.78,86949.81,1272.12,14,18
2574960,2574.96,14.78,86946.55,1272.42,14,18
2574986,2574.986,14.78,86950.99,1272,14,18
2575012,2575.012,14.78,86951.06,1272,14,18
2575038,2575.038,14.78,86953.02,1271.81,14,18
2575064,2575.064,14.78,86953.2,1271.8,14,18
2575090,2575.09,14.78,86951.3,1271.98,14,18
2575116,2575.116,14.78,86954.2,1271.7,14,18
2575142,2575.142,14.78,86952.27,1271.88,14,18
2575168,2575.168,14.78,86955.54,1271.58,14,18
2575194,2575.194,14.78,86951.17,1271.99,14,18
2575220,2575.22,14.78,86952.72,1271.84,14,18
2575246,2575.246,14.78,86950.43,1272.06,14,18
2575272,2575.272,14.78,86951.66,1271.94,14,18
2575298,2575.298,14.78,86947.12,1272.37,14,18
2575324,2575.324,14.78,86949.11,1272.18,14,18
2575350,2575.35,14.78,86949.32,1272.16,14,18
2575376,2575.376,14.78,86948.58,1272.23,14,18
2575402,2575.402,14.78,86949.34,1272.16,14,18
2575428,2575.428,14.78,86948.35,1272.25,14,18
2575454,2575.454,14.78,86950.59,1272.04,14,18
2575480,2575.48,14.78,86949.25,1272.17,14,18
2575506,2575.506,14.78,86948.25,1272.26,14,18
2575532,2575.532,14.78,86945.27,1272.54,14,18
2575558,2575.558,14.78,86948.44,1272.25,14,18
2575584,2575.584,14.78,86946.05,1272.47,15,18
2575610,2575.61,14.78,86945.95,1272.48,15,18
2575649,2575.649,14.78,86945.64,1272.51,15,18
2575670,2575.67,14.78,86946.1,1272.47,15,18
2575696,2575.696,14.78,86946.63,1272.42,15,18
2575722,2575.722,14.78,86948.54,1272.24,15,18
2575748,2575.748,14.78,86949.3,1272.16,15,18
2575774,2575.774,14.77,86946.61,1272.42,15,18
2575800,2575.8,14.77,86946.88,1272.39,15,18
2575826,2575.826,14.78,86944.34,1272.63,15,18
2575852,2575.852,14.78,86942.35,1272.82,15,18
2575878,2575.878,14.78,86942.98,1272.76,15,18
2575904,2575.904,14.78,86946.7,1272.41,15,18
2575930,2575.93,14.78,86944.21,1272.64,15,18
2575955,2575.955,14.78,86944.74,1272.59,15,18
2575981,2575.981,14.78,86942.48,1272.81,15,18
2576007,2576.007,14.78,86943.11,1272.75,15,18
2576033,2576.033,14.78,86945.1,1272.56,15,18
2576059,2576.059,14.78,86945.95,1272.48,15,18
2576085,2576.085,14.78,86945.29,1272.54,15,18
2576111,2576.111,14.78,86944.31,1272.63,15,18
2576137,2576.137,14.78,86943.7,1272.69,15,18
2576163,2576.163,14.78,86944.61,1272.61,15,18
2576189,2576.189,14.78,86944.67,1272.6,15,18
2576215,2576.215,14.78,86944.39,1272.63,15,18
2576241,2576.241,14.78,86944.27,1272.64,15,18
2576267,2576.267,14.78,86944.37,1272.63,15,18
2576293,2576.293,14.78,86943.34,1272.73,15,18
2576319,2576.319,14.78,86943.67,1272.69,15,18
2576345,2576.345,14.78,86945.85,1272.49,15,18
2576371,2576.371,14.78,86946.23,1272.45,15,18
2576397,2576.397,14.78,86946.13,1272.46,15,18
2576423,2576.423,14.78,86945.7,1272.5,15,18
2576449,2576.449,14.78,86945.16,1272.55,15,18
2576475,2576.475,14.78,86945.92,1272.48,15,18
2576501,2576.501,14.78,86947.17,1272.36,15,18
2576527,2576.527,14.78,86942.09,1272.84,15,18
2576553,2576.553,14.78,86945.96,1272.48,15,18
2576579,2576.579,14.78,86944.58,1272.61,15,18
2576605,2576.605,14.78,86946.23,1272.45,15,18
2576631,2576.631,14.78,86945.67,1272.51,14,18
2576671,2576.671,14.78,86945.91,1272.48,14,18
2576691,2576.691,14.78,86945.76,1272.5,14,18
2576717,2576.717,14.78,86945.89,1272.49,14,18
2576743,2576.743,14.77,86946.55,1272.42,14,18
2576769,2576.769,14.77,86947.88,1272.3,14,18
2576795,2576.795,14.77,86947.34,1272.35,14,18
2576821,2576.821,14.77,86946.52,1272.43,14,18
2576847,2576.847,14.77,86946.41,1272.44,14,18
2576873,2576.873,14.77,86945.8,1272.49,14,18
2576899,2576.899,14.77,86948.3,1272.26,14,18
2576925,2576.925,14.78,86946.96,1272.38,14,18
2576951,2576.951,14.78,86948.04,1272.28,14,18
2576976,2576.976,14.78,86946.12,1272.46,14,18
2577002,2577.002,14.78,86950.22,1272.08,14,18
2577028,2577.028,14.78,86945.48,1272.52,14,18
2577054,2577.054,14.78,86947.66,1272.32,14,18
2577080,2577.08,14.78,86946.19,1272.46,14,18
2577106,2577.106,14.78,86948.7,1272.22,14,18
2577132,2577.132,14.78,86949.41,1272.15,14,18
2577158,2577.158,14.78,86949.3,1272.16,14,18
2577184,2577.184,14.78,86950.59,1272.04,14,18
2577210,2577.21,14.78,86948.04,1272.28,14,18
2577236,2577.236,14.78,86950.61,1272.04,14,18
2577262,2577.262,14.78,86947.55,1272.33,14,18
2577288,2577.288,14.78,86947.87,1272.3,14,18
2577314,2577.314,14.78,86949.61,1272.14,14,18
2577340,2577.34,14.78,86947.15,1272.37,14,18
2577366,2577.366,14.78,86949.3,1272.16,14,18
2577392,2577.392,14.78,86946.66,1272.41,14,18
2577418,2577.418,14.78,86950.05,1272.09,14,18
2577444,2577.444,14.78,86950.7,1272.03,14,18
2577470,2577.47,14.78,86952.3,1271.88,14,18
2577496,2577.496,14.78,86950.74,1272.03,14,18
2577522,2577.522,14.78,86950.98,1272.01,14,18
2577548,2577.548,14.78,86949.3,1272.16,14,18
2577574,2577.574,14.78,86949.23,1272.17,14,18
2577600,2577.6,14.78,86947.48,1272.34,14,18
2577626,2577.626,14.78,86945.8,1272.49,14,18
2577652,2577.652,14.78,86945.45,1272.53,14,18
2577692,2577.692,14.78,86945.79,1272.5,14,18
2577712,2577.712,14.78,86947.7,1272.32,14,18
2577738,2577.738,14.78,86947.4,1272.34,14,18
2577764,2577.764,14.77,86946.2,1272.46,14,18
2577790,2577.79,14.77,86946.06,1272.47,14,18
2577816,2577.816,14.77,86946.73,1272.41,14,18
2577842,2577.842,14.77,86945.77,1272.5,14,18
2577868,2577.868,14.77,86944.88,1272.58,14,18
2577894,2577.894,14.77,86946.58,1272.42,14,18
2577920,2577.92,14.77,86946.16,1272.46,14,18
2577946,2577.946,14.77,86946.75,1272.4,14,18
2577972,2577.972,14.77,86949.01,1272.19,14,18
2577998,2577.998,14.77,86947.62,1272.32,14,18
2578024,2578.024,14.78,86951,1272,14,18
2578050,2578.05,14.78,86949.86,1272.11,14,18
2578076,2578.076,14.78,86948.58,1272.23,14,18
2578102,2578.102,14.78,86948.57,1272.23,14,18
2578128,2578.128,14.78,86947.26,1272.36,14,18
2578154,2578.154,14.78,86946.08,1272.47,14,18
2578179,2578.179,14.78,86946.14,1272.46,14,18
2578205,2578.205,14.78,86947.64,1272.32,14,18
2578231,2578.231,14.78,86945.59,1272.51,14,18
2578257,2578.257,14.78,86946.13,1272.46,14,18
2578283,2578.283,14.78,86944.7,1272.6,14,18
2578309,2578.309,14.78,86947.59,1272.33,14,18
2578335,2578.335,14.78,86946.19,1272.46,14,18
2578361,2578.361,14.78,86946.65,1272.41,14,18
2578387,2578.387,14.78,86947.45,1272.34,14,18
2578413,2578.413,14.78,86949.62,1272.13,14,18
2578439,2578.439,14.78,86949.12,1272.18,14,18
2578465,2578.465,14.78,86949.74,1272.12,14,18
2578491,2578.491,14.78,86947.77,1272.31,14,18
2578517,2578.517,14.78,86945.8,1272.49,14,18
2578543,2578.543,14.78,86946.47,1272.43,14,18
2578569,2578.569,14.78,86946.55,1272.42,14,18
2578595,2578.595,14.78,86949.15,1272.18,14,18
2578621,2578.621,14.78,86948.59,1272.23,14,18
2578647,2578.647,14.78,86952.11,1271.9,14,18
2578673,2578.673,14.78,86949.23,1272.17,14,18
2578713,2578.713,14.78,86947.78,1272.31,14,18
2578733,2578.733,14.78,86947.34,1272.35,14,18
2578759,2578.759,14.78,86949.29,1272.17,14,18
2578785,2578.785,14.78,86947.26,1272.36,14,18
2578811,2578.811,14.78,86950.34,1272.07,14,18
2578837,2578.837,14.78,86945.28,1272.54,14,18
2578863,2578.863,14.78,86947.05,1272.38,14,18
2578889,2578.889,14.78,86941.64,1272.89,14,18
2578915,2578.915,14.78,86947.88,1272.3,14,18
2578941,2578.941,14.78,86944.64,1272.6,14,18
2578967,2578.967,14.78,86950.05,1272.09,14,18
2578993,2578.993,14.78,86945.95,1272.48,14,18
2579019,2579.019,14.78,86948.29,1272.26,14,18
