timestamp_ms,wind_acceleration,wind_acceleration_direction,wind_speed,x_wind_acc,y_wind_acc,x_wind_mps,y_wind_mps,tumbling
timestamp_ms,wind_acceleration,wind_acceleration_direction,wind_speed,x_wind_acc,y_wind_acc,x_wind_mps,y_wind_mps,tumbling
8816,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0
9838,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0
10842,0.244,137.23,0.145,0.166,-0.179,0.095,-0.110,0
11871,0.303,136.42,0.175,0.209,-0.219,0.120,-0.127,0
12885,0.328,136.55,0.191,0.226,-0.238,0.134,-0.137,0
13921,0.334,134.05,0.190,0.240,-0.233,0.139,-0.130,0
14926,0.338,134.33,0.203,0.242,-0.236,0.145,-0.143,0
15937,0.354,136.07,0.205,0.246,-0.255,0.145,-0.145,0
16944,0.354,136.18,0.210,0.245,-0.256,0.143,-0.154,0
17949,0.393,138.46,0.240,0.261,-0.294,0.154,-0.184,0
18959,0.350,135.43,0.205,0.246,-0.249,0.143,-0.146,0
19969,0.352,135.90,0.204,0.245,-0.253,0.144,-0.144,0
20978,0.351,136.30,0.201,0.243,-0.254,0.141,-0.144,0
21986,0.361,135.81,0.215,0.252,-0.259,0.148,-0.156,0
23009,0.347,134.31,0.202,0.248,-0.242,0.146,-0.140,0
24014,0.352,136.46,0.205,0.242,-0.255,0.140,-0.149,0
25025,0.361,136.25,0.208,0.249,-0.261,0.146,-0.149,0
26036,0.353,136.17,0.209,0.244,-0.254,0.144,-0.152,0
27048,0.350,135.78,0.203,0.244,-0.251,0.143,-0.145,0
28056,0.361,136.94,0.213,0.247,-0.264,0.145,-0.156,0
29064,0.354,137.13,0.208,0.241,-0.260,0.141,-0.152,0
30073,0.359,146.61,0.210,0.198,-0.300,0.113,-0.177,0
31080,0.331,133.38,0.191,0.241,-0.228,0.163,-0.101,0
32091,0.334,143.03,0.196,0.201,-0.267,0.081,-0.179,0
33099,0.336,129.45,0.197,0.259,-0.213,0.149,-0.128,0
34120,0.344,132.07,0.199,0.256,-0.231,0.149,-0.133,0
35126,0.341,134.27,0.191,0.244,-0.238,0.137,-0.133,0
36134,0.351,135.45,0.202,0.247,-0.250,0.143,-0.143,0
37144,0.346,135.47,0.202,0.243,-0.247,0.142,-0.143,0
38148,0.349,136.06,0.203,0.242,-0.251,0.141,-0.146,0
39155,2.011,108.72,1.162,1.904,-0.645,1.101,-0.371,0
40162,8.415,125.54,4.892,6.847,-4.892,3.947,-2.890,0
41195,1.371,7.19,0.684,0.172,1.360,0.078,0.679,0
42201,9.683,193.80,5.639,-2.310,-9.403,-1.456,-5.448,0
43208,8.293,221.87,4.910,-5.535,-6.176,-3.544,-3.397,0
44213,5.465,210.53,3.106,-2.776,-4.707,-1.529,-2.703,0
45227,2.500,198.92,1.513,-0.811,-2.365,-0.417,-1.455,0
46231,1.686,216.92,0.995,-1.013,-1.348,-0.641,-0.761,0
47239,1.908,182.19,1.001,-0.073,-1.907,0.023,-1.001,0
48243,1.004,181.32,0.685,-0.023,-1.003,0.233,-0.645,0
49257,2.408,3.45,1.370,0.145,2.404,0.067,1.368,0
50261,2.067,95.03,1.194,2.060,-0.181,1.188,-0.116,0
51261,0.993,143.69,0.561,0.588,-0.800,0.406,-0.387,0
52268,0.604,156.98,0.253,0.236,-0.556,0.072,-0.243,0
53279,0.488,163.95,0.217,0.135,-0.469,-0.035,-0.215,0
54290,0.825,248.98,0.524,-0.770,-0.296,-0.470,-0.231,0
55295,0.714,124.53,0.515,0.588,-0.405,0.457,-0.236,0
56309,0.376,247.76,0.311,-0.348,-0.142,-0.295,-0.097,0
57323,0.152,83.77,0.124,0.151,0.017,0.124,-0.002,0
58329,1.191,256.46,0.812,-1.158,-0.279,-0.786,-0.205,0
59356,2.308,146.36,1.276,1.279,-1.922,0.760,-1.025,0
60362,1.380,179.64,0.749,0.009,-1.380,-0.026,-0.749,0
61371,1.664,184.84,0.906,-0.140,-1.658,-0.115,-0.899,0
62389,0.980,224.77,0.482,-0.690,-0.696,-0.358,-0.323,0
63395,0.709,124.71,0.408,0.583,-0.404,0.380,-0.149,0
64398,1.417,173.63,0.737,0.157,-1.408,0.058,-0.734,0
65402,1.272,191.31,0.817,-0.249,-1.248,-0.138,-0.805,0
66408,1.775,221.11,1.005,-1.167,-1.337,-0.478,-0.884,0
67414,1.703,35.88,0.935,0.998,1.380,0.511,0.784,0
68427,0.874,67.92,0.431,0.810,0.329,0.419,0.104,0
69438,1.445,88.88,0.807,1.445,0.028,0.801,0.100,0
70441,2.067,328.51,1.211,-1.079,1.762,-0.553,1.078,0
71453,2.769,173.89,1.686,0.295,-2.754,0.216,-1.672,0
72474,3.346,133.84,2.098,2.413,-2.318,1.519,-1.447,0
73484,3.152,132.07,1.852,2.340,-2.112,1.325,-1.295,0
74494,2.419,142.30,1.387,1.479,-1.914,0.929,-1.029,0
75510,2.092,144.17,1.239,1.224,-1.696,0.748,-0.987,0
76518,1.873,153.87,1.026,0.825,-1.682,0.424,-0.935,0
77530,1.956,153.00,1.137,0.888,-1.743,0.418,-1.058,0
78564,0.632,87.54,0.551,0.631,0.027,0.536,-0.125,0
79569,5.383,110.06,3.049,5.057,-1.846,2.866,-1.039,0
80579,5.777,200.81,3.459,-2.053,-5.400,-1.106,-3.277,0
81593,3.700,232.93,2.152,-2.952,-2.230,-1.614,-1.424,0
82598,1.986,209.76,1.329,-0.986,-1.724,-0.602,-1.185,0
83605,0.954,290.00,0.534,-0.896,0.326,-0.506,0.170,0
84619,0.503,276.49,0.303,-0.500,0.057,-0.297,0.059,0
85629,0.842,216.05,0.524,-0.496,-0.681,-0.340,-0.399,0
86638,1.784,189.21,1.111,-0.286,-1.761,-0.222,-1.089,0
87654,0.828,199.94,0.420,-0.282,-0.778,-0.182,-0.378,0
88663,0.688,100.38,0.424,0.676,-0.124,0.424,-0.020,0
89678,0.305,266.42,0.131,-0.304,-0.019,-0.098,-0.086,0
90690,0.726,48.58,0.511,0.545,0.481,0.436,0.266,0
91696,0.821,177.00,0.471,0.043,-0.820,-0.011,-0.471,0
92705,0.578,26.16,0.315,0.255,0.519,0.098,0.300,0
93716,0.431,12.49,0.337,0.093,0.421,0.086,0.326,0
94729,0.813,354.36,0.611,-0.080,0.809,-0.017,0.611,0
95738,0.481,99.49,0.246,0.474,-0.079,0.245,-0.027,0
96748,0.057,104.03,0.128,0.055,-0.014,0.039,-0.122,0
97781,1.886,74.84,1.123,1.821,0.493,1.119,0.092,0
98783,3.152,336.83,1.853,-1.240,2.898,-0.692,1.719,0
99791,3.727,123.60,1.929,3.104,-2.063,1.459,-1.261,0
100799,9.604,236.38,5.605,-7.997,-5.318,-4.667,-3.103,0
101804,7.585,172.96,4.438,0.930,-7.528,0.546,-4.404,0
102807,4.196,164.02,2.444,1.155,-4.034,0.673,-2.349,0
103815,2.211,163.73,1.283,0.619,-2.122,0.359,-1.231,0
104822,1.350,167.14,0.788,0.301,-1.316,0.175,-0.769,0
105823,0.797,174.80,0.462,0.072,-0.793,0.044,-0.460,0
106856,0.550,186.14,0.318,-0.059,-0.547,-0.036,-0.316,0
107864,0.436,195.04,0.255,-0.113,-0.421,-0.066,-0.246,0
108870,0.413,204.96,0.241,-0.174,-0.375,-0.102,-0.219,0
109876,0.382,209.65,0.222,-0.189,-0.332,-0.112,-0.192,0
110882,0.380,211.02,0.220,-0.196,-0.325,-0.113,-0.189,0
111887,0.365,211.38,0.213,-0.190,-0.312,-0.111,-0.182,0
112892,0.359,211.09,0.208,-0.185,-0.307,-0.108,-0.178,0
113897,0.358,212.53,0.206,-0.192,-0.301,-0.111,-0.174,0
114903,0.362,211.54,0.211,-0.189,-0.309,-0.111,-0.179,0
115911,0.359,211.03,0.211,-0.185,-0.308,-0.109,-0.180,0
116922,0.359,211.01,0.211,-0.185,-0.308,-0.108,-0.182,0
117928,0.358,212.83,0.208,-0.194,-0.301,-0.115,-0.174,0
118932,0.351,210.63,0.207,-0.179,-0.302,-0.107,-0.178,0
119941,0.345,211.19,0.200,-0.179,-0.295,-0.102,-0.172,0
120947,0.357,211.01,0.208,-0.184,-0.306,-0.108,-0.178,0
121952,0.356,212.62,0.208,-0.192,-0.300,-0.112,-0.175,0
122962,0.356,212.78,0.208,-0.193,-0.299,-0.114,-0.174,0
123973,0.354,212.69,0.205,-0.191,-0.298,-0.111,-0.173,0
124980,0.362,211.68,0.214,-0.190,-0.308,-0.113,-0.182,0
126029,0.365,211.83,0.213,-0.193,-0.310,-0.111,-0.182,0
127056,0.364,211.75,0.220,-0.192,-0.310,-0.119,-0.185,0
128057,0.370,212.04,0.213,-0.196,-0.314,-0.114,-0.180,0
129067,0.366,211.73,0.215,-0.193,-0.311,-0.111,-0.185,0
130067,0.358,211.63,0.209,-0.188,-0.305,-0.110,-0.178,0
131095,0.364,211.99,0.210,-0.193,-0.308,-0.113,-0.178,0
132099,0.372,211.60,0.213,-0.195,-0.316,-0.111,-0.181,0
133100,0.371,211.79,0.217,-0.195,-0.315,-0.114,-0.185,0
134114,0.368,211.32,0.215,-0.191,-0.314,-0.112,-0.183,0
135114,0.368,210.66,0.213,-0.188,-0.317,-0.107,-0.184,0
136116,0.364,211.91,0.212,-0.193,-0.309,-0.112,-0.181,0
137120,0.368,211.20,0.213,-0.191,-0.315,-0.110,-0.182,0
138123,0.379,211.50,0.222,-0.198,-0.323,-0.116,-0.189,0
139130,0.373,211.15,0.217,-0.193,-0.319,-0.111,-0.186,0
140145,0.371,212.30,0.217,-0.198,-0.314,-0.116,-0.183,0
141162,0.376,212.10,0.222,-0.200,-0.319,-0.115,-0.190,0
142173,0.369,211.05,0.216,-0.190,-0.316,-0.111,-0.186,0
143187,0.372,210.76,0.217,-0.190,-0.320,-0.110,-0.187,0
144193,0.379,211.14,0.221,-0.196,-0.324,-0.114,-0.190,0
145212,0.379,212.30,0.225,-0.203,-0.321,-0.120,-0.190,0
146222,0.372,211.63,0.218,-0.195,-0.316,-0.114,-0.185,0
147227,0.380,210.56,0.222,-0.193,-0.327,-0.113,-0.190,0
148244,0.372,211.08,0.220,-0.192,-0.319,-0.115,-0.187,0
149256,2.934,159.46,1.728,1.030,-2.748,0.626,-1.610,0
150268,3.103,166.09,1.855,0.746,-3.012,0.521,-1.780,0
151280,8.917,159.08,5.255,3.183,-8.330,1.816,-4.931,0
152290,7.901,154.05,4.432,3.457,-7.105,2.084,-3.912,0
153295,9.880,155.72,5.743,4.062,-9.006,2.128,-5.334,0
154314,1.663,113.47,1.171,1.526,-0.662,0.981,-0.640,0
155331,7.360,161.40,4.256,2.347,-6.975,1.263,-4.064,0
156343,9.840,215.42,5.928,-5.703,-8.018,-3.468,-4.808,0
157354,9.457,213.09,5.747,-5.163,-7.923,-3.185,-4.783,0
158368,8.303,213.21,4.697,-4.548,-6.947,-2.558,-3.940,0
159369,5.950,221.53,3.342,-3.945,-4.454,-2.326,-2.401,0
160389,4.867,220.00,2.900,-3.129,-3.728,-1.896,-2.194,0
161392,3.502,206.34,2.006,-1.553,-3.138,-0.935,-1.775,0
162396,3.401,210.62,2.117,-1.732,-2.927,-1.105,-1.806,0
163412,2.069,203.97,1.244,-0.841,-1.891,-0.463,-1.155,0
164422,1.235,240.78,0.675,-1.078,-0.603,-0.547,-0.396,0
165436,0.422,187.16,0.271,-0.053,-0.418,-0.002,-0.271,0
166445,0.428,192.13,0.302,-0.090,-0.418,-0.158,-0.257,0
167455,0.871,182.19,0.580,-0.033,-0.871,-0.060,-0.576,0
168466,0.769,173.67,0.433,0.085,-0.765,-0.046,-0.431,0
169472,0.844,132.38,0.541,0.623,-0.569,0.333,-0.426,0
170485,1.283,81.48,0.747,1.269,0.190,0.734,-0.136,0
171496,0.821,68.87,0.654,0.766,0.296,0.496,0.426,0
172510,0.887,104.11,0.454,0.860,-0.216,0.452,-0.046,0
173521,1.334,42.69,0.808,0.905,0.981,0.494,0.639,0
174533,1.595,7.74,1.030,0.215,1.581,0.199,1.010,0
175543,1.300,157.86,0.822,0.490,-1.204,0.409,-0.713,0
176558,1.699,186.65,1.146,-0.197,-1.687,-0.053,-1.145,0
177562,0.898,267.55,0.521,-0.897,-0.038,-0.509,-0.114,0
178572,0.229,31.24,0.077,0.119,0.196,0.077,0.001,0
179577,0.673,344.41,0.327,-0.181,0.648,-0.103,0.311,0
180598,0.598,318.04,0.350,-0.400,0.444,-0.277,0.214,0
181598,2.060,211.38,1.046,-1.073,-1.759,-0.755,-0.724,0
182614,5.146,190.47,3.100,-0.935,-5.060,-0.406,-3.073,0
183625,1.833,207.35,0.951,-0.842,-1.629,-0.418,-0.854,0
184634,0.417,135.55,0.365,0.292,-0.297,0.271,-0.245,0
185646,1.082,207.44,0.670,-0.498,-0.960,-0.449,-0.498,0
186656,0.797,212.64,0.553,-0.430,-0.671,-0.254,-0.492,0
187664,0.471,225.81,0.271,-0.338,-0.328,-0.193,-0.190,0
188675,0.250,195.06,0.143,-0.065,-0.241,-0.024,-0.141,0
189696,4.367,194.00,2.428,-1.056,-4.237,-0.570,-2.361,0
190696,4.456,32.45,2.668,2.391,3.760,1.372,2.288,0
191706,2.156,175.47,1.300,0.170,-2.149,0.168,-1.289,0
192715,1.271,201.15,0.728,-0.459,-1.186,-0.321,-0.654,0
193723,0.930,159.79,0.621,0.321,-0.873,0.325,-0.529,0
194733,1.648,191.95,0.994,-0.341,-1.613,-0.348,-0.931,0
195741,1.659,59.50,0.947,1.429,0.842,0.795,0.515,0
196746,1.705,123.53,0.896,1.421,-0.942,0.699,-0.560,0
197753,1.082,172.20,0.674,0.147,-1.072,0.163,-0.654,0
198768,1.233,56.31,0.725,1.026,0.684,0.553,0.469,0
199775,1.535,148.76,0.941,0.796,-1.313,0.563,-0.754,0
200782,1.366,306.33,0.780,-1.100,0.809,-0.573,0.530,0
201794,0.839,162.96,0.407,0.246,-0.802,0.048,-0.404,0
202803,0.858,115.80,0.499,0.773,-0.373,0.424,-0.263,0
203810,3.069,110.03,1.687,2.883,-1.051,1.555,-0.654,0
204816,1.696,102.32,1.037,1.657,-0.362,0.922,-0.476,0
205853,2.864,267.22,1.472,-2.861,-0.139,-1.444,0.286,0
206861,2.102,276.57,1.453,-2.088,0.240,-1.441,0.189,0
207878,10.232,160.60,5.589,3.399,-9.651,1.720,-5.318,0
208886,2.310,227.47,1.336,-1.703,-1.562,-0.929,-0.960,0
209900,9.713,215.71,5.798,-5.669,-7.887,-3.407,-4.691,0
timestamp_ms,wind_acceleration,wind_acceleration_direction,wind_speed,x_wind_acc,y_wind_acc,x_wind_mps,y_wind_mps,tumbling
10396,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0
11418,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0
12423,0.237,153.62,0.136,0.105,-0.212,0.061,-0.122,0
13429,0.282,154.70,0.162,0.120,-0.255,0.072,-0.146,0
14438,0.309,153.05,0.167,0.140,-0.275,0.078,-0.148,0
15449,0.321,156.31,0.190,0.129,-0.294,0.078,-0.174,0
16458,0.326,156.45,0.191,0.130,-0.299,0.074,-0.176,0
17466,0.326,154.55,0.191,0.140,-0.294,0.080,-0.173,0
18470,0.326,154.43,0.188,0.141,-0.294,0.083,-0.168,0
19471,0.342,155.50,0.196,0.142,-0.311,0.082,-0.178,0
20484,0.329,155.94,0.190,0.134,-0.301,0.074,-0.175,0
21497,0.348,155.59,0.209,0.144,-0.317,0.085,-0.191,0
22523,0.337,156.77,0.197,0.133,-0.310,0.077,-0.181,0
23531,0.344,158.18,0.193,0.128,-0.319,0.074,-0.178,0
24538,0.341,157.79,0.198,0.129,-0.315,0.077,-0.182,0
25550,0.349,156.69,0.217,0.138,-0.320,0.084,-0.200,0
26570,0.338,156.05,0.203,0.137,-0.309,0.083,-0.185,0
27594,0.337,155.35,0.195,0.140,-0.306,0.082,-0.177,0
28609,0.340,156.70,0.192,0.134,-0.312,0.076,-0.176,0
29617,0.326,154.64,0.194,0.140,-0.295,0.083,-0.175,0
30623,0.331,155.17,0.191,0.139,-0.300,0.081,-0.173,0
31636,0.333,154.95,0.195,0.141,-0.302,0.083,-0.176,0
32647,0.329,155.02,0.187,0.139,-0.298,0.082,-0.168,0
33647,0.329,155.25,0.189,0.138,-0.298,0.078,-0.173,0
34661,0.340,155.87,0.204,0.139,-0.311,0.084,-0.186,0
35668,0.321,155.19,0.184,0.135,-0.292,0.077,-0.168,0
36685,0.326,153.93,0.192,0.143,-0.293,0.087,-0.171,0
37688,0.324,155.08,0.192,0.137,-0.294,0.081,-0.174,0
38702,0.319,154.55,0.177,0.137,-0.288,0.077,-0.159,0
39712,0.336,154.14,0.197,0.147,-0.302,0.091,-0.175,0
40716,0.331,154.88,0.199,0.141,-0.300,0.087,-0.179,0
41726,0.325,155.06,0.179,0.137,-0.295,0.076,-0.162,0
42733,0.323,153.44,0.196,0.144,-0.289,0.085,-0.176,0
43740,0.330,154.07,0.197,0.144,-0.297,0.085,-0.178,0
44751,0.321,154.47,0.183,0.138,-0.290,0.081,-0.164,0
45761,0.331,153.66,0.190,0.147,-0.297,0.082,-0.171,0
46778,0.320,152.96,0.188,0.146,-0.285,0.088,-0.166,0
47792,0.329,154.17,0.192,0.143,-0.296,0.087,-0.171,0
48801,0.313,154.08,0.185,0.137,-0.281,0.079,-0.167,0
49812,0.323,153.52,0.191,0.144,-0.289,0.087,-0.170,0
50819,0.314,155.95,0.185,0.128,-0.287,0.073,-0.170,0
51831,0.328,156.17,0.194,0.132,-0.300,0.075,-0.178,0
52836,0.358,158.54,0.208,0.131,-0.333,0.075,-0.194,0
53852,0.331,156.16,0.192,0.134,-0.302,0.083,-0.173,0
54870,0.323,153.67,0.194,0.143,-0.290,0.083,-0.175,0
55877,0.328,153.06,0.191,0.149,-0.292,0.088,-0.170,0
56879,0.325,154.16,0.191,0.142,-0.293,0.085,-0.171,0
57887,0.314,154.78,0.180,0.134,-0.284,0.078,-0.162,0
58891,0.340,155.66,0.197,0.140,-0.310,0.075,-0.182,0
59906,0.323,153.05,0.198,0.146,-0.288,0.090,-0.176,0
60924,0.338,152.88,0.198,0.154,-0.301,0.088,-0.178,0
61928,0.316,154.07,0.183,0.138,-0.284,0.081,-0.164,0
62939,0.323,155.26,0.187,0.135,-0.294,0.078,-0.169,0
63952,0.316,152.43,0.186,0.146,-0.280,0.086,-0.164,0
64952,0.327,153.13,0.190,0.148,-0.292,0.088,-0.169,0
65963,0.320,153.10,0.183,0.145,-0.285,0.084,-0.163,0
66982,0.325,153.59,0.191,0.145,-0.291,0.083,-0.172,0
67999,0.325,152.74,0.193,0.149,-0.289,0.090,-0.170,0
69006,0.323,152.93,0.195,0.147,-0.288,0.086,-0.175,0
70013,0.315,152.10,0.181,0.148,-0.279,0.084,-0.161,0
71035,0.323,152.45,0.190,0.149,-0.286,0.089,-0.168,0
72047,0.322,167.36,0.189,0.070,-0.314,0.037,-0.185,0
73108,0.315,155.74,0.187,0.130,-0.287,0.080,-0.169,0
74112,0.315,151.50,0.191,0.150,-0.276,0.096,-0.165,0
75130,0.324,151.39,0.196,0.155,-0.284,0.088,-0.175,0
76138,0.328,152.93,0.186,0.149,-0.292,0.089,-0.163,0
77147,0.318,153.38,0.195,0.143,-0.285,0.082,-0.176,0
78155,0.309,152.37,0.178,0.143,-0.274,0.085,-0.156,0
79183,0.317,153.32,0.185,0.142,-0.283,0.084,-0.165,0
80192,0.315,152.83,0.175,0.144,-0.280,0.081,-0.155,0
81200,0.320,152.01,0.182,0.150,-0.283,0.085,-0.160,0
82200,0.314,153.89,0.185,0.138,-0.282,0.080,-0.167,0
83226,0.327,153.30,0.187,0.147,-0.293,0.084,-0.167,0
84232,0.347,159.29,0.176,0.123,-0.325,0.077,-0.159,0
85244,0.345,158.21,0.212,0.128,-0.320,0.070,-0.200,0
86248,0.302,153.71,0.173,0.134,-0.270,0.079,-0.154,0
87249,0.311,153.05,0.183,0.141,-0.277,0.079,-0.165,0
88272,0.289,149.40,0.167,0.147,-0.249,0.087,-0.143,0
89273,0.301,152.42,0.173,0.139,-0.267,0.081,-0.153,0
90280,0.308,152.99,0.176,0.140,-0.274,0.081,-0.157,0
91292,0.318,152.34,0.184,0.147,-0.281,0.082,-0.164,0
92303,0.311,152.97,0.183,0.141,-0.277,0.086,-0.161,0
93334,0.312,154.02,0.184,0.137,-0.281,0.077,-0.167,0
94341,0.303,151.71,0.180,0.144,-0.267,0.086,-0.158,0
95352,0.310,153.96,0.171,0.136,-0.278,0.077,-0.153,0
96367,0.315,152.21,0.183,0.147,-0.279,0.089,-0.160,0
97396,0.981,115.69,0.569,0.884,-0.425,0.517,-0.237,0
98401,0.605,126.28,0.347,0.488,-0.358,0.278,-0.207,0
99409,0.443,133.99,0.284,0.319,-0.308,0.184,-0.217,0
100414,0.350,140.15,0.179,0.224,-0.268,0.138,-0.113,0
101431,0.355,147.71,0.207,0.189,-0.300,0.111,-0.174,0
102438,0.322,149.57,0.189,0.163,-0.278,0.096,-0.163,0
103473,0.344,151.39,0.214,0.165,-0.302,0.107,-0.185,0
104489,1.380,111.18,0.777,1.287,-0.498,0.733,-0.257,0
105498,0.821,123.31,0.497,0.686,-0.451,0.393,-0.304,0
106527,0.540,128.83,0.311,0.420,-0.338,0.243,-0.195,0
107531,0.403,136.20,0.233,0.279,-0.291,0.157,-0.172,0
108542,2.221,109.20,1.294,2.098,-0.731,1.218,-0.436,0
109547,1.197,117.24,0.705,1.065,-0.548,0.633,-0.312,0
110550,0.719,123.24,0.420,0.601,-0.394,0.350,-0.232,0
111585,0.482,130.41,0.277,0.367,-0.312,0.210,-0.181,0
112591,0.394,140.42,0.235,0.251,-0.303,0.152,-0.180,0
113625,0.400,149.01,0.229,0.206,-0.343,0.117,-0.196,0
114636,0.348,145.92,0.208,0.195,-0.288,0.120,-0.170,0
115648,0.198,108.53,0.169,0.188,-0.063,0.105,-0.133,0
116655,0.180,100.31,0.129,0.177,-0.032,0.105,0.075,0
117662,0.310,148.48,0.181,0.162,-0.264,0.097,-0.154,0
118674,0.306,151.46,0.177,0.146,-0.269,0.085,-0.156,0
119679,0.302,165.04,0.177,0.078,-0.292,0.044,-0.172,0
120685,0.297,152.82,0.174,0.136,-0.264,0.083,-0.153,0
121699,0.309,152.15,0.181,0.144,-0.273,0.083,-0.161,0
122710,0.318,149.98,0.189,0.159,-0.275,0.093,-0.164,0
123716,0.318,149.40,0.184,0.162,-0.274,0.095,-0.158,0
124743,0.306,150.10,0.181,0.153,-0.266,0.093,-0.156,0
125756,0.310,151.38,0.173,0.148,-0.272,0.083,-0.151,0
126779,0.306,151.74,0.180,0.145,-0.270,0.084,-0.159,0
127786,0.312,150.92,0.179,0.152,-0.273,0.088,-0.156,0
128793,0.304,151.39,0.177,0.146,-0.267,0.085,-0.155,0
129795,0.319,151.66,0.181,0.151,-0.280,0.087,-0.158,0
130803,0.322,152.51,0.196,0.149,-0.286,0.086,-0.176,0
131813,0.301,151.58,0.173,0.143,-0.265,0.083,-0.152,0
132820,0.303,150.73,0.169,0.148,-0.264,0.088,-0.145,0
133835,0.287,146.12,0.183,0.160,-0.238,0.095,-0.156,0
134842,0.269,145.82,0.137,0.151,-0.222,0.089,-0.104,0
135844,0.297,148.02,0.173,0.157,-0.252,0.094,-0.146,0
136853,0.305,150.44,0.177,0.150,-0.265,0.085,-0.155,0
137861,0.311,149.60,0.177,0.157,-0.268,0.093,-0.150,0
138880,2.870,108.94,1.667,2.715,-0.931,1.585,-0.517,0
139888,1.532,117.60,0.892,1.358,-0.710,0.786,-0.422,0
140897,0.871,119.43,0.514,0.759,-0.428,0.447,-0.254,0
141913,0.561,125.50,0.332,0.457,-0.326,0.271,-0.191,0
142921,0.435,135.46,0.253,0.305,-0.310,0.178,-0.179,0
143921,0.354,141.35,0.206,0.221,-0.277,0.129,-0.161,0
144923,0.340,145.53,0.208,0.193,-0.281,0.113,-0.175,0
145930,0.314,146.49,0.178,0.174,-0.262,0.101,-0.147,0
146936,0.317,148.74,0.198,0.165,-0.271,0.096,-0.174,0
147943,0.289,147.78,0.158,0.154,-0.245,0.088,-0.131,0
148965,0.304,148.07,0.179,0.161,-0.258,0.095,-0.151,0
150105,0.296,148.87,0.176,0.153,-0.254,0.089,-0.152,0
151115,0.298,149.31,0.169,0.152,-0.256,0.087,-0.145,0
152131,0.305,148.51,0.181,0.159,-0.260,0.091,-0.156,0
153140,0.286,147.96,0.155,0.152,-0.243,0.090,-0.126,0
154147,0.268,144.34,0.144,0.156,-0.218,0.086,-0.115,0
155155,0.291,155.02,0.163,0.123,-0.264,0.072,-0.147,0
156162,0.287,147.21,0.157,0.155,-0.241,0.086,-0.132,0
157167,0.320,149.67,0.185,0.161,-0.276,0.093,-0.160,0
158169,0.307,148.96,0.174,0.158,-0.263,0.090,-0.149,0
159182,0.321,150.87,0.187,0.156,-0.281,0.092,-0.162,0
160186,0.314,149.05,0.182,0.161,-0.269,0.096,-0.155,0
161192,0.329,159.49,0.185,0.115,-0.308,0.068,-0.172,0
162201,0.304,151.07,0.175,0.147,-0.266,0.085,-0.153,0
163204,0.298,147.94,0.175,0.158,-0.253,0.092,-0.148,0
164226,0.303,148.14,0.175,0.160,-0.257,0.094,-0.148,0
165236,0.299,150.66,0.174,0.147,-0.261,0.086,-0.151,0
166260,0.322,149.93,0.174,0.161,-0.279,0.090,-0.149,0
167261,0.300,150.74,0.183,0.147,-0.262,0.095,-0.157,0
168289,0.281,151.49,0.154,0.134,-0.247,0.072,-0.136,0
169299,0.299,149.44,0.171,0.152,-0.257,0.089,-0.146,0
170317,0.297,147.46,0.167,0.160,-0.250,0.092,-0.139,0
171325,0.328,149.38,0.197,0.167,-0.282,0.097,-0.172,0
172332,0.335,150.52,0.193,0.165,-0.291,0.093,-0.169,0
173343,0.317,150.23,0.173,0.158,-0.276,0.089,-0.149,0
174344,0.322,148.70,0.190,0.167,-0.275,0.100,-0.161,0
175381,0.320,149.88,0.185,0.161,-0.277,0.093,-0.160,0
176401,0.298,147.97,0.186,0.158,-0.252,0.093,-0.161,0
177413,0.305,148.93,0.175,0.157,-0.261,0.090,-0.150,0
178424,0.296,145.88,0.165,0.166,-0.245,0.097,-0.134,0
179437,0.312,149.40,0.188,0.159,-0.269,0.094,-0.163,0
180450,0.315,148.47,0.179,0.165,-0.269,0.095,-0.152,0
181456,0.313,151.80,0.190,0.148,-0.276,0.087,-0.169,0
182468,0.299,151.43,0.176,0.143,-0.263,0.084,-0.155,0
183475,0.327,151.59,0.192,0.156,-0.288,0.087,-0.171,0
184483,0.295,145.80,0.174,0.166,-0.244,0.096,-0.144,0
185492,0.310,151.01,0.175,0.150,-0.271,0.083,-0.154,0
186496,0.303,149.31,0.183,0.155,-0.261,0.094,-0.158,0
187504,0.299,149.47,0.171,0.152,-0.257,0.088,-0.147,0
188520,0.333,150.60,0.199,0.163,-0.290,0.095,-0.175,0
189529,0.295,140.08,0.189,0.189,-0.226,0.117,-0.148,0
190543,0.290,146.43,0.170,0.160,-0.241,0.093,-0.142,0
191553,0.297,147.27,0.173,0.161,-0.250,0.094,-0.145,0
192568,0.305,149.24,0.175,0.156,-0.262,0.090,-0.149,0
193580,0.260,140.64,0.157,0.165,-0.201,0.098,-0.122,0
194584,0.309,154.87,0.166,0.131,-0.280,0.057,-0.155,0
195590,0.288,146.81,0.167,0.158,-0.241,0.091,-0.140,0
196592,0.272,147.89,0.150,0.145,-0.231,0.083,-0.125,0
197602,0.182,132.90,0.130,0.133,-0.124,0.092,-0.091,0
198613,0.332,149.79,0.189,0.167,-0.287,0.097,-0.163,0
199619,0.306,149.91,0.187,0.154,-0.265,0.091,-0.164,0
200627,0.288,149.32,0.157,0.147,-0.248,0.080,-0.135,0
201651,0.328,148.66,0.181,0.171,-0.280,0.099,-0.152,0
