timestamp_ms,co2_ppm,temperature_C,pressure_hPa
1219058,511.00,17.15,941.97
1220086,511.00,17.15,941.96
1221114,511.00,17.14,942.00
1222138,511.00,17.13,941.97
1223166,511.00,17.13,941.98
1224194,511.00,17.12,941.97
1225222,511.00,17.12,941.98
1226228,511.00,17.11,941.98
1227251,511.00,17.11,941.96
1228277,511.00,17.10,941.97
1229306,511.00,17.10,941.97
1230334,511.00,17.09,941.98
1231362,511.00,17.09,941.98
1232387,511.00,17.08,941.97
1233415,511.00,17.07,941.96
1234443,511.00,17.07,941.97
1235450,511.00,17.07,941.96
1236475,511.00,17.06,941.97
1237477,511.00,17.05,941.96
1238503,511.00,17.05,941.98
1239532,511.00,17.04,941.95
1240560,511.00,17.04,941.96
1241585,511.00,17.03,941.96
1242613,511.00,17.03,941.95
1243641,511.00,17.02,941.96
1244647,511.00,17.02,941.95
1245672,512.00,17.02,941.96
1246701,512.00,17.01,941.95
1247703,512.00,17.00,941.96
1248730,512.00,17.00,941.95
1249758,512.00,16.99,941.96
1250782,512.00,16.99,941.94
1251811,512.00,16.98,941.95
1252839,512.00,16.98,941.94
1253867,512.00,16.97,941.96
1254870,513.00,16.97,941.96
1255898,513.00,16.97,941.97
1256926,513.00,16.96,941.93
1257929,513.00,16.96,941.94
1258955,513.00,16.95,941.96
1259980,512.00,16.94,941.96
1261008,512.00,16.94,941.93
1262037,512.00,16.94,941.95
1263065,512.00,16.93,941.94
1264073,512.00,16.93,941.94
1265101,512.00,16.92,941.95
1266129,512.00,16.92,941.94
1267158,512.00,16.91,941.93
1268160,512.00,16.91,941.94
1269183,512.00,16.90,941.95
1270211,512.00,16.90,941.96
1271240,512.00,16.90,941.96
1272268,512.00,16.89,941.94
1273274,512.00,16.88,941.93
1274299,512.00,16.88,941.95
1275327,512.00,16.87,941.93
1276355,512.00,16.87,941.95
1277384,512.00,16.86,941.94
1278412,511.00,16.86,941.93
1279438,511.00,16.86,941.97
1280467,511.00,16.85,941.94
1281495,511.00,16.85,941.95
1282498,511.00,16.84,941.96
1283523,511.00,16.84,941.98
1284550,511.00,16.83,941.98
1285578,511.00,16.83,941.96
1286606,511.00,16.82,941.95
1287630,510.00,16.82,941.98
1288631,510.00,16.81,941.99
1289657,510.00,16.81,941.98
1290685,510.00,16.81,941.98
1291690,510.00,16.80,941.98
1292714,509.00,16.80,941.98
1293742,509.00,16.79,941.99
1294769,509.00,16.79,941.99
1295796,509.00,16.78,941.99
1296820,509.00,16.78,942.00
1297847,509.00,16.78,942.00
1298848,509.00,16.77,941.98
1299874,509.00,16.77,942.00
1300879,509.00,16.76,942.00
1301904,509.00,16.76,942.01
1302931,509.00,16.75,942.00
1303959,509.00,16.75,942.01
1304987,509.00,16.75,942.00
1306014,509.00,16.74,942.01
1307038,509.00,16.74,942.01
1308066,509.00,16.73,941.98
1309074,509.00,16.73,942.00
1310101,509.00,16.72,942.00
1311125,508.00,16.72,942.00
1312153,508.00,16.71,941.99
1313181,508.00,16.71,942.00
1314209,508.00,16.70,942.00
1315237,508.00,16.70,941.99
1316261,508.00,16.70,941.99
1317289,508.00,16.69,941.99
1318317,508.00,16.69,941.98
1319319,508.00,16.68,941.99
1320341,508.00,16.68,941.99
1321369,508.00,16.68,941.98
1322397,508.00,16.67,942.01
1323425,508.00,16.66,941.99
1324453,508.00,16.66,941.98
1325477,508.00,16.66,941.98
1326505,508.00,16.65,941.98
1327533,508.00,16.65,941.99
1328561,508.00,16.64,941.97
1329568,507.00,16.64,942.00
1330594,507.00,16.64,942.00
1331623,507.00,16.63,941.99
1332651,507.00,16.63,941.99
1333679,507.00,16.62,942.00
1334704,507.00,16.62,942.00
1335732,507.00,16.62,942.02
1336760,507.00,16.61,942.00
1337789,507.00,16.61,942.01
1338791,506.00,16.61,941.98
1339817,506.00,16.60,942.00
1340844,506.00,16.60,942.00
1341872,506.00,16.59,942.02
1342900,506.00,16.59,941.99
1343925,506.00,16.58,942.00
1344953,506.00,16.58,941.98
1345981,506.00,16.58,941.98
1347010,506.00,16.57,941.99
1348015,506.00,16.57,941.99
1349040,506.00,16.56,941.98
1350066,506.00,16.56,941.98
1351093,506.00,16.56,942.00
1352121,506.00,16.56,941.99
1353146,506.00,16.55,942.00
1354174,506.00,16.55,942.00
1355202,506.00,16.54,941.96
1356230,506.00,16.54,941.97
1357234,506.00,16.53,942.00
1358258,506.00,16.53,941.99
1359285,506.00,16.53,941.98
1360286,506.00,16.52,942.01
1361313,506.00,16.52,941.99
1362337,505.00,16.52,941.98
1363364,505.00,16.51,941.99
1364392,505.00,16.51,941.99
1365420,505.00,16.50,941.98
1366426,505.00,16.50,941.99
1367450,504.00,16.50,941.99
1368478,504.00,16.49,941.99
1369506,504.00,16.49,941.99
1370507,504.00,16.48,942.00
1371531,503.00,16.48,942.00
1372558,503.00,16.48,941.99
1373586,503.00,16.47,941.99
1374614,503.00,16.47,941.99
1375620,503.00,16.46,941.98
1376645,503.00,16.46,941.97
1377673,503.00,16.45,941.98
1378702,503.00,16.45,941.97
1379730,503.00,16.45,941.97
1380758,503.00,16.44,941.97
1381784,503.00,16.44,941.97
1382813,503.00,16.44,941.97
1383841,503.00,16.43,941.97
1384869,503.00,16.43,941.97
1385872,502.00,16.42,941.97
1386900,502.00,16.42,941.98
1387928,502.00,16.42,941.97
1388957,502.00,16.41,941.97
1389985,502.00,16.41,941.97
1391013,501.00,16.41,941.97
1392040,501.00,16.40,941.99
1393068,501.00,16.40,941.98
1394096,501.00,16.39,941.95
1395098,500.00,16.39,941.96
1396127,500.00,16.39,941.96
1397155,500.00,16.38,941.97
1398183,500.00,16.38,941.97
1399212,500.00,16.37,941.98
1400236,500.00,16.37,941.96
1401238,500.00,16.37,941.95
1402265,500.00,16.36,941.98
1403293,500.00,16.36,941.96
1404296,498.00,16.36,941.98
1405324,498.00,16.35,941.98
1406352,498.00,16.35,941.99
1407380,498.00,16.35,941.98
1408409,498.00,16.34,941.97
1409433,498.00,16.34,941.98
1410462,498.00,16.34,941.97
1411464,498.00,16.33,941.99
1412490,498.00,16.33,941.96
1413493,497.00,16.33,941.97
1414521,497.00,16.32,941.98
1415549,497.00,16.32,941.98
1416578,497.00,16.31,941.97
1417606,497.00,16.31,941.97
1418631,497.00,16.30,941.98
1419659,497.00,16.30,941.97
1420687,497.00,16.30,941.97
1421689,497.00,16.29,941.98
1422689,497.00,16.29,941.97
1423717,497.00,16.28,941.98
1424745,497.00,16.28,941.99
1425773,497.00,16.28,942.01
1426802,497.00,16.28,942.01
1427826,497.00,16.27,942.01
1428855,497.00,16.27,942.01
1429883,497.00,16.27,941.99
1430911,497.00,16.26,942.01
1431917,497.00,16.26,942.00
1432940,496.00,16.26,942.01
1433968,496.00,16.25,942.00
1434995,496.00,16.25,941.99
1436022,496.00,16.24,942.03
1437046,495.00,16.24,942.01
1438073,495.00,16.24,942.00
1439100,495.00,16.23,941.99
1440128,495.00,16.23,942.02
1441136,495.00,16.23,942.01
1442157,495.00,16.22,942.01
1443183,495.00,16.22,942.00
1444210,495.00,16.22,942.02
1445238,495.00,16.21,942.00
1446261,495.00,16.21,941.99
1447288,495.00,16.21,942.00
1448316,495.00,16.21,942.01
1449343,495.00,16.20,942.01
1450370,495.00,16.20,942.02
1451372,494.00,16.20,942.02
1452397,494.00,16.19,942.01
1453423,494.00,16.19,942.00
1454451,494.00,16.18,942.01
1455475,494.00,16.18,942.00
1456503,494.00,16.18,942.02
1457531,494.00,16.17,942.02
1458559,494.00,16.17,942.00
1459587,494.00,16.17,942.00
1460589,494.00,16.16,941.99
1461617,494.00,16.16,942.01
1462619,494.00,16.16,942.00
1463645,494.00,16.15,942.00
1464675,494.00,16.15,942.00
1465703,494.00,16.15,942.00
1466731,494.00,16.14,941.99
1467759,494.00,16.14,942.01
1468787,494.00,16.14,942.01
1469789,495.00,16.13,942.01
1470817,495.00,16.13,942.00
1471845,495.00,16.13,941.99
1472847,495.00,16.12,941.99
1473874,495.00,16.12,941.99
1474898,494.00,16.12,942.00
1475927,494.00,16.11,942.01
1476955,494.00,16.11,942.00
1477983,494.00,16.11,942.00
1478986,495.00,16.10,942.01
1480014,495.00,16.10,942.01
1481042,495.00,16.10,941.98
1482070,495.00,16.09,941.99
1483073,495.00,16.09,941.99
1484096,495.00,16.09,942.00
1485124,495.00,16.08,942.00
1486152,495.00,16.08,942.02
1487180,495.00,16.08,942.02
1488183,495.00,16.08,941.99
1489211,495.00,16.07,942.01
1490239,495.00,16.07,942.01
1491268,495.00,16.06,942.01
1492296,495.00,16.06,942.01
1493324,495.00,16.06,942.01
1494351,495.00,16.06,942.02
1495379,495.00,16.05,942.02
1496407,495.00,16.05,942.02
1497409,495.00,16.05,942.02
1498438,495.00,16.04,942.03
1499466,495.00,16.04,942.05
1500494,495.00,16.03,941.99
1501522,495.00,16.03,942.00
1502547,495.00,16.03,942.00
1503549,495.00,16.03,942.00
1504576,495.00,16.02,942.02
1505604,495.00,16.02,942.02
1506607,495.00,16.02,942.02
1507632,495.00,16.02,942.02
1508659,495.00,16.01,942.02
1509687,495.00,16.01,942.00
1510714,495.00,16.01,942.02
1511738,495.00,16.00,942.03
1512766,495.00,16.00,942.02
1513767,495.00,15.99,942.02
1514793,495.00,15.99,942.02
1515799,495.00,15.99,942.03
1516824,495.00,15.99,942.02
1517852,495.00,15.98,942.02
1518879,495.00,15.98,942.02
1519907,495.00,15.98,942.00
1520932,495.00,15.98,942.01
1521960,495.00,15.97,942.00
1522988,495.00,15.97,942.02
1523989,495.00,15.97,942.01
1525016,495.00,15.96,942.02
1526040,496.00,15.96,942.02
1527069,496.00,15.96,942.03
1528097,496.00,15.96,942.02
1529125,496.00,15.95,942.01
1530150,487.00,15.95,942.01
1531178,487.00,15.95,942.01
1532206,487.00,15.94,942.02
1533234,487.00,15.94,942.02
1534244,487.00,15.94,942.02
1535267,488.00,15.93,942.04
1536295,488.00,15.93,942.02
1537323,488.00,15.93,942.01
1538352,488.00,15.92,942.01
1539376,489.00,15.92,942.00
1540405,489.00,15.92,942.01
1541433,489.00,15.91,942.01
1542461,489.00,15.91,942.01
1543467,489.00,15.91,942.01
1544490,493.00,15.91,942.01
1545516,493.00,15.90,942.00
1546545,493.00,15.90,942.01
1547573,493.00,15.90,941.99
1548601,493.00,15.89,942.00
1549626,495.00,15.89,941.99
1550654,495.00,15.89,942.00
1551682,495.00,15.88,942.00
1552710,495.00,15.88,942.00
1553713,500.00,15.88,942.00
1554739,500.00,15.88,941.99
1555765,500.00,15.87,941.99
1556794,500.00,15.87,942.00
1557822,500.00,15.87,941.98
1558847,503.00,15.87,941.99
1559875,503.00,15.86,941.98
1560903,503.00,15.86,941.99
1561931,503.00,15.86,941.99
1562934,507.00,15.86,942.01
1563962,507.00,15.85,941.99
1564964,507.00,15.85,941.98
1565991,507.00,15.84,941.99
1567019,507.00,15.84,941.99
1568044,514.00,15.84,941.99
1569072,514.00,15.84,941.98
1570100,514.00,15.84,941.98
1571129,514.00,15.83,941.98
1572131,517.00,15.83,941.98
1573159,517.00,15.83,941.97
1574188,517.00,15.82,941.98
1575190,517.00,15.82,941.97
1576217,517.00,15.82,941.98
1577241,520.00,15.82,942.00
1578269,520.00,15.81,941.98
1579298,520.00,15.81,941.98
1580325,520.00,15.81,941.98
1581354,524.00,15.81,941.99
1582381,524.00,15.80,941.96
1583407,524.00,15.80,941.97
1584434,524.00,15.79,941.97
1585435,524.00,15.79,941.97
1586457,528.00,15.79,941.97
1587484,528.00,15.79,941.98
1588511,528.00,15.79,941.98
1589538,528.00,15.79,941.96
1590543,528.00,15.78,942.00
1591567,529.00,15.78,941.99
1592594,529.00,15.78,941.98
1593621,529.00,15.77,941.97
1594649,529.00,15.77,941.96
1595675,532.00,15.77,941.98
1596701,532.00,15.77,941.98
1597729,532.00,15.76,941.98
1598756,532.00,15.76,941.98
1599762,532.00,15.76,941.97
1600786,533.00,15.76,941.99
1601814,533.00,15.76,941.99
1602842,533.00,15.75,941.99
1603870,533.00,15.75,941.97
1604894,536.00,15.75,941.98
1605896,536.00,15.74,941.97
1606923,536.00,15.74,941.98
1607951,536.00,15.74,941.98
1608956,536.00,15.74,941.98
1609980,537.00,15.73,941.97
1611008,537.00,15.73,941.99
1612036,537.00,15.73,941.97
1613064,537.00,15.72,941.98
1614089,538.00,15.72,941.96
1615116,538.00,15.72,941.97
1616118,538.00,15.72,941.99
1617145,538.00,15.72,941.97
1618151,538.00,15.71,941.98
1619176,540.00,15.71,941.99
1620204,540.00,15.71,941.98
1621232,540.00,15.70,941.96
1622261,540.00,15.70,942.00
1623291,542.00,15.70,942.00
1624319,542.00,15.70,941.98
1625347,542.00,15.70,941.98
1626349,542.00,15.69,941.97
1627376,542.00,15.69,941.98
1628401,542.00,15.69,941.98
1629429,542.00,15.68,941.98
1630457,542.00,15.68,941.96
1631485,542.00,15.68,941.96
1632514,542.00,15.68,941.97
1633539,544.00,15.67,941.97
1634567,544.00,15.67,941.97
1635595,544.00,15.67,941.98
1636605,544.00,15.67,941.98
1637628,545.00,15.67,941.99
1638656,545.00,15.66,941.98
1639684,545.00,15.66,941.98
1640712,545.00,15.66,942.00
1641741,545.00,15.66,941.97
1642765,547.00,15.66,941.98
1643794,547.00,15.65,941.97
1644822,547.00,15.65,941.96
1645828,547.00,15.65,941.97
1646850,547.00,15.65,941.95
1647877,547.00,15.64,941.95
1648905,547.00,15.64,941.94
1649933,547.00,15.64,941.96
1650962,547.00,15.64,941.97
1651986,548.00,15.63,941.95
1653014,548.00,15.63,941.96
1654043,548.00,15.63,942.55
1655046,548.00,15.63,941.94
1656070,549.00,15.63,941.96
1657071,549.00,15.62,941.96
1658098,549.00,15.62,941.94
1659125,549.00,15.62,941.95
1660153,549.00,15.61,941.96
1661177,550.00,15.61,941.95
1662205,550.00,15.61,941.96
1663232,550.00,15.61,941.95
1664238,550.00,15.60,941.96
1665268,552.00,15.60,941.96
1666296,552.00,15.60,941.96
1667298,552.00,15.60,941.94
1668324,552.00,15.59,941.95
1669352,552.00,15.59,941.93
1670377,552.00,15.59,941.95
1671405,552.00,15.59,941.94
1672433,552.00,15.59,941.95
1673438,552.00,15.58,941.95
1674466,552.00,15.58,941.95
1675491,553.00,15.58,941.94
1676519,553.00,15.58,941.95
1677521,553.00,15.58,941.95
1678548,553.00,15.57,941.96
1679573,555.00,15.57,941.94
1680601,555.00,15.57,941.93
1681629,555.00,15.57,941.94
1682635,555.00,15.56,941.94
1683663,555.00,15.56,941.94
1684688,557.00,15.56,941.94
1685716,557.00,15.56,941.95
1686744,557.00,15.56,941.93
1687747,557.00,15.56,941.94
1688770,559.00,15.56,941.95
1689798,559.00,15.55,941.93
1690826,559.00,15.55,941.93
1691832,559.00,15.55,941.94
1692860,559.00,15.55,941.94
1693885,565.00,15.55,941.93
1694913,565.00,15.54,941.93
1695942,565.00,15.54,941.92
1696970,565.00,15.54,941.94
1697998,569.00,15.53,941.95
1699024,569.00,15.53,941.92
1700053,569.00,15.53,941.94
1701059,569.00,15.53,941.93
1702087,569.00,15.53,941.93
1703112,573.00,15.52,941.92
1704140,573.00,15.52,941.93
1705168,573.00,15.52,941.94
1706196,573.00,15.52,941.92
1707225,573.00,15.52,941.90
1708253,579.00,15.51,941.91
1709279,579.00,15.51,941.92
1710307,579.00,15.51,941.91
1711314,579.00,15.51,941.92
1712339,585.00,15.51,941.93
1713367,585.00,15.51,941.91
1714395,585.00,15.50,941.92
1715423,585.00,15.50,941.93
1716451,585.00,15.50,941.91
1717476,592.00,15.50,941.93
1718478,592.00,15.49,941.92
1719505,592.00,15.49,941.91
1720511,592.00,15.49,941.92
1721536,599.00,15.49,941.91
1722564,599.00,15.49,941.92
1723592,599.00,15.48,941.92
1724620,599.00,15.48,941.92
1725648,599.00,15.48,941.92
1726672,606.00,15.48,941.93
1727699,606.00,15.48,941.92
1728700,606.00,15.48,941.92
1729726,606.00,15.47,941.92
1730750,613.00,15.47,941.94
1731777,613.00,15.47,941.91
1732804,613.00,15.47,941.93
1733831,613.00,15.47,941.94
1734857,613.00,15.46,941.88
1735881,621.00,15.46,941.83
1736908,621.00,15.46,941.87
1737935,621.00,15.46,941.88
1738936,621.00,15.46,941.88
1739958,633.00,15.46,941.88
1740985,633.00,15.45,941.87
1742012,633.00,15.45,941.89
1743040,633.00,15.45,941.89
1744068,633.00,15.45,941.89
1745092,649.00,15.45,941.87
1746119,649.00,15.44,941.85
1747147,649.00,15.44,941.88
1748175,649.00,15.44,941.87
1749183,649.00,15.44,941.88
1750206,669.00,15.44,941.89
1751234,669.00,15.43,941.89
1752262,669.00,15.43,941.86
1753290,669.00,15.43,941.87
1754314,685.00,15.43,941.88
1755342,685.00,15.43,941.87
1756370,685.00,15.43,941.88
1757398,685.00,15.42,941.85
1758403,685.00,15.42,941.86
1759426,701.00,15.42,941.85
1760452,701.00,15.42,941.84
1761480,701.00,15.42,941.85
1762508,701.00,15.42,941.84
1763533,710.00,15.42,941.86
1764561,710.00,15.41,941.86
1765589,710.00,15.41,941.86
1766618,710.00,15.41,941.86
1767624,710.00,15.41,941.85
1768648,726.00,15.41,941.86
1769651,726.00,15.41,941.88
1770677,726.00,15.40,941.87
1771706,726.00,15.40,941.86
1772730,734.00,15.40,941.87
1773758,734.00,15.40,941.86
1774787,734.00,15.40,941.87
1775815,734.00,15.40,941.87
1776821,734.00,15.39,941.88
1777846,750.00,15.39,941.84
1778874,750.00,15.39,941.85
1779876,750.00,15.38,941.84
1780903,750.00,15.38,941.86
1781904,759.00,15.38,941.84
1782932,759.00,15.38,941.84
1783961,759.00,15.38,941.86
1784989,759.00,15.38,941.86
1785995,759.00,15.38,941.86
1787020,768.00,15.38,941.88
1788048,768.00,15.37,941.85
1789076,768.00,15.38,941.84
1790078,768.00,15.37,941.85
1791105,768.00,15.37,941.84
1792130,788.00,15.37,941.85
1793158,788.00,15.37,941.84
1794186,788.00,15.36,941.84
1795192,788.00,15.37,941.85
1796217,805.00,15.36,941.84
1797245,805.00,15.36,941.86
1798273,805.00,15.36,941.86
1799301,805.00,15.36,941.85
1800304,805.00,15.36,941.85
1801327,816.00,15.36,941.86
1802355,816.00,15.36,941.87
1803383,816.00,15.36,941.84
1804387,816.00,15.35,941.87
1805411,836.00,15.35,941.85
1806438,836.00,15.35,941.85
1807466,836.00,15.35,941.85
1808494,836.00,15.35,941.87
1809521,836.00,15.34,941.84
1810548,849.00,15.34,941.84
1811575,849.00,15.34,941.85
1812602,849.00,15.34,941.84
1813608,849.00,15.34,941.85
1814633,866.00,15.34,941.82
1815661,866.00,15.34,941.83
1816689,866.00,15.34,941.83
1817716,866.00,15.33,941.85
1818744,866.00,15.33,941.82
1819769,896.00,15.33,941.81
1820770,896.00,15.33,941.84
1821787,896.00,15.33,941.82
1822792,896.00,15.33,941.82
1823820,896.00,15.32,941.83
1824846,907.00,15.32,941.82
1825874,907.00,15.32,941.85
1826902,907.00,15.32,941.81
1827930,907.00,15.32,941.77
1828955,915.00,15.32,941.78
1829983,915.00,15.31,941.80
1830985,915.00,15.31,941.82
1832011,915.00,15.31,941.82
1833040,915.00,15.31,941.79
1834064,936.00,15.31,941.79
1835092,936.00,15.31,941.82
1836121,936.00,15.31,941.81
1837149,936.00,15.30,941.81
1838173,964.00,15.30,941.84
1839201,964.00,15.30,941.77
1840230,964.00,15.30,941.82
1841239,964.00,15.30,941.81
1842265,964.00,15.29,941.80
1843290,978.00,15.29,941.79
1844318,978.00,15.29,941.79
1845346,978.00,15.29,941.79
1846374,978.00,15.29,941.77
1847399,982.00,15.29,941.80
1848427,982.00,15.28,941.79
1849455,982.00,15.28,941.80
1850484,982.00,15.28,941.80
1851492,982.00,15.28,941.80
1852516,993.00,15.28,941.78
1853544,993.00,15.28,941.82
1854572,993.00,15.28,941.80
1855600,993.00,15.28,941.82
1856625,1014.00,15.27,941.81
1857653,1014.00,15.27,941.80
1858681,1014.00,15.27,941.81
1859709,1014.00,15.27,941.81
1860715,1014.00,15.27,941.82
1861737,1022.00,15.27,941.81
1862764,1022.00,15.27,941.85
1863792,1022.00,15.27,941.84
1864820,1022.00,15.26,941.83
1865851,1024.00,15.26,941.85
1866879,1024.00,15.26,941.88
1867907,1024.00,15.26,941.86
1868934,1024.00,15.26,941.88
1869940,1024.00,15.26,941.87
1870964,1027.00,15.26,941.86
1871965,1027.00,15.26,941.88
1872991,1027.00,15.26,941.86
1874018,1027.00,15.25,941.86
1875046,1027.00,15.25,941.87
1876070,1048.00,15.25,941.88
1877097,1048.00,15.25,941.89
1878125,1048.00,15.25,941.85
1879128,1048.00,15.25,941.88
1880151,1071.00,15.25,941.88
1881178,1071.00,15.25,941.88
1882179,1071.00,15.24,941.88
1883205,1071.00,15.24,941.88
1884232,1071.00,15.24,941.86
1885255,1088.00,15.24,941.90
1886283,1088.00,15.24,941.87
1887310,1088.00,15.24,941.86
1888316,1088.00,15.24,941.88
1889340,1107.00,15.24,941.84
1890367,1107.00,15.23,941.87
1891395,1107.00,15.23,941.86
1892396,1107.00,15.23,941.85
1893422,1107.00,15.23,941.86
1894446,1125.00,15.23,941.86
1895473,1125.00,15.23,941.87
1896501,1125.00,15.23,941.86
1897506,1125.00,15.23,941.86
1898507,1134.00,15.22,941.87
1899535,1134.00,15.22,941.84
1900563,1134.00,15.22,941.86
1901591,1134.00,15.22,941.85
1902592,1134.00,15.22,941.88
1903615,1150.00,15.22,941.87
1904643,1150.00,15.21,941.86
1905671,1150.00,15.21,941.83
1906677,1150.00,15.21,941.86
1907706,1150.00,15.22,941.89
1908730,1164.00,15.21,941.85
1909758,1164.00,15.21,941.86
1910787,1164.00,15.21,941.88
1911815,1164.00,15.21,941.85
1912843,1208.00,15.21,941.88
1913869,1208.00,15.21,941.89
1914897,1208.00,15.20,941.90
1915903,1208.00,15.20,941.89
1916932,1208.00,15.20,941.96
1917956,1205.00,15.20,941.83
1918984,1205.00,15.20,941.72
1920012,1205.00,15.20,941.77
1921041,1205.00,15.20,941.72
1922065,1282.00,15.20,941.65
1923067,1282.00,15.20,941.69
1924094,1282.00,15.20,941.66
1925100,1282.00,15.19,941.70
1926128,1282.00,15.19,941.65
1927153,1287.00,15.19,941.66
1928181,1287.00,15.19,941.51
1929209,1287.00,15.19,941.29
1930237,1287.00,15.19,941.04
1931262,1262.00,15.19,940.54
1932290,1262.00,15.19,940.09
1933292,1262.00,15.19,939.72
1934318,1262.00,15.19,939.30
1935347,1262.00,15.19,938.86
1936371,1263.00,15.18,938.55
1937399,1263.00,15.19,938.42
1938427,1263.00,15.18,938.22
1939456,1263.00,15.18,937.99
1940486,1264.00,15.18,937.69
1941514,1264.00,15.18,937.16
1942542,1264.00,15.18,936.67
1943551,1264.00,15.18,936.15
1944578,1264.00,15.18,935.53
1945603,1214.00,15.18,934.89
1946631,1214.00,15.17,934.32
1947659,1214.00,15.18,933.83
1948687,1214.00,15.17,933.42
1949715,1214.00,15.17,932.89
1950740,1234.00,15.17,932.38
1951768,1234.00,15.17,931.99
1952771,1234.00,15.17,931.64
1953796,1234.00,15.17,931.27
1954818,1232.00,15.17,930.93
1955845,1232.00,15.17,930.61
1956872,1232.00,15.17,930.34
1957899,1232.00,15.16,929.99
1958927,1232.00,15.16,929.66
1959951,1242.00,15.16,929.21
1960978,1242.00,15.16,928.95
1961985,1242.00,15.16,928.67
1963013,1242.00,15.16,928.21
1964040,1240.00,15.16,927.92
1965067,1240.00,15.16,927.56
1966094,1240.00,15.15,927.30
1967122,1240.00,15.15,927.00
1968150,1240.00,15.15,926.64
1969174,1241.00,15.15,926.43
1970202,1241.00,15.15,926.13
1971208,1241.00,15.15,925.84
1972236,1241.00,15.15,925.57
1973261,1240.00,15.15,925.22
1974263,1240.00,15.15,924.84
1975290,1240.00,15.15,924.50
1976318,1240.00,15.15,924.05
1977346,1240.00,15.14,923.55
1978370,1241.00,15.14,923.45
1979399,1241.00,15.14,923.07
1980404,1241.00,15.14,922.73
1981433,1241.00,15.14,922.53
1982461,1241.00,15.14,922.24
1983485,1212.00,15.14,921.90
1984487,1212.00,15.14,921.77
1985514,1212.00,15.14,921.66
1986542,1212.00,15.14,921.47
1987567,1213.00,15.14,921.26
1988595,1213.00,15.13,921.06
1989623,1213.00,15.13,920.94
1990629,1213.00,15.13,920.94
1991657,1213.00,15.13,920.83
1992682,1203.00,15.13,920.81
1993710,1203.00,15.13,920.63
1994712,1203.00,15.13,920.51
1995739,1203.00,15.13,920.48
1996763,1201.00,15.13,920.33
1997792,1201.00,15.13,920.07
1998820,1201.00,15.12,919.64
1999826,1201.00,15.12,919.45
2000854,1201.00,15.12,919.07
2001879,1201.00,15.12,918.78
2002907,1201.00,15.12,918.49
2003935,1201.00,15.12,918.15
2004937,1201.00,15.12,917.89
2005960,1160.00,15.12,917.46
2006988,1160.00,15.12,917.10
2008016,1160.00,15.12,916.73
2009021,1160.00,15.12,916.30
2010049,1160.00,15.11,915.80
2011073,1126.00,15.11,915.41
2012101,1126.00,15.11,914.98
2013128,1126.00,15.11,914.55
2014156,1126.00,15.11,914.15
2015183,1114.00,15.11,913.75
2016209,1114.00,15.10,913.38
2017236,1114.00,15.11,913.06
2018241,1114.00,15.11,912.61
2019269,1114.00,15.10,912.16
2020293,1092.00,15.10,911.80
2021321,1092.00,15.10,911.45
2022348,1092.00,15.10,911.12
2023376,1092.00,15.10,910.73
2024403,1092.00,15.10,910.47
2025430,1027.00,15.10,910.17
2026457,1027.00,15.10,909.93
2027460,1027.00,15.10,909.66
2028487,1027.00,15.09,909.37
2029511,1050.00,15.10,909.04
2030538,1050.00,15.10,908.78
2031565,1050.00,15.09,908.56
2032592,1050.00,15.09,908.05
2033620,1050.00,15.09,907.90
2034643,1046.00,15.09,907.54
2035644,1046.00,15.09,907.14
2036670,1046.00,15.09,906.76
2037698,1046.00,15.09,906.31
2038722,1048.00,15.09,905.90
2039749,1048.00,15.09,905.46
2040777,1048.00,15.08,904.94
2041804,1048.00,15.08,904.46
2042832,1048.00,15.08,903.93
2043856,1046.00,15.08,903.53
2044884,1046.00,15.08,903.18
2045893,1046.00,15.08,902.74
2046920,1046.00,15.08,902.39
2047944,1059.00,15.08,902.02
2048972,1059.00,15.08,901.48
2050000,1059.00,15.08,901.41
2051029,1059.00,15.08,901.03
2052057,1059.00,15.07,900.68
2053081,1052.00,15.07,900.43
2054110,1052.00,15.07,900.09
2055116,1052.00,15.07,899.90
2056141,1052.00,15.07,899.77
2057165,1050.00,15.07,899.48
2058193,1050.00,15.07,899.20
2059221,1050.00,15.07,898.91
2060249,1050.00,15.07,898.58
2061277,1050.00,15.07,898.40
2062302,1027.00,15.07,898.15
2063330,1027.00,15.06,897.97
2064336,1027.00,15.06,897.67
2065364,1027.00,15.06,897.42
2066366,1027.00,15.06,897.24
2067390,964.00,15.06,896.93
2068418,964.00,15.06,896.68
2069446,964.00,15.06,896.46
2070474,964.00,15.06,896.20
2071499,948.00,15.06,895.91
2072527,948.00,15.06,895.60
2073533,948.00,15.06,895.30
2074561,948.00,15.06,894.96
2075589,948.00,15.05,894.53
2076617,928.00,15.05,894.05
2077644,928.00,15.05,893.58
2078672,928.00,15.05,893.24
2079700,928.00,15.05,892.86
2080725,908.00,15.05,892.51
2081753,908.00,15.05,892.19
2082781,908.00,15.05,891.84
2083787,908.00,15.05,891.48
2084815,908.00,15.04,891.16
2085840,909.00,15.04,890.83
2086842,909.00,15.04,890.43
2087869,909.00,15.04,890.05
2088897,909.00,15.04,889.69
2089922,895.00,15.04,889.26
2090950,895.00,15.04,888.89
2091978,895.00,15.04,888.47
2092984,895.00,15.04,888.07
2094013,895.00,15.03,887.63
2095037,799.00,15.03,887.26
2096065,799.00,15.03,886.88
2097067,799.00,15.03,886.53
2098094,799.00,15.03,886.15
