timestamp_ms,co2_ppm,temperature_C,pressure_hPa
17910,700.00,22.81,949.63
18912,700.00,22.81,949.64
19921,700.00,22.82,949.64
20941,700.00,22.82,949.64
21962,700.00,22.82,949.64
22964,694.00,22.83,949.65
23976,694.00,22.83,949.63
24988,694.00,22.82,949.65
25990,694.00,22.83,949.63
26992,694.00,22.81,949.66
27994,703.00,22.83,949.64
29006,703.00,22.83,949.63
30032,703.00,22.84,949.63
31037,703.00,22.84,949.65
32063,708.00,22.84,949.64
33072,708.00,22.84,949.63
34084,708.00,22.84,949.63
35104,708.00,22.84,949.64
36117,708.00,22.84,949.63
37122,716.00,22.84,949.64
38132,716.00,22.85,949.63
39132,716.00,22.85,949.63
40138,716.00,22.85,949.62
41143,709.00,22.86,949.63
42160,709.00,22.85,949.63
43173,709.00,22.86,949.63
44179,709.00,22.86,949.63
45187,709.00,22.86,949.64
46190,711.00,22.86,949.64
47199,711.00,22.82,949.62
48206,711.00,22.86,949.63
49208,711.00,22.87,949.64
50215,711.00,22.87,949.63
51237,707.00,22.82,949.63
52238,707.00,22.87,949.64
53293,707.00,22.87,949.64
54294,707.00,22.85,949.63
55318,704.00,22.87,949.62
56319,704.00,22.85,949.63
57328,704.00,22.88,949.65
58341,704.00,22.82,949.62
59367,704.00,22.87,949.64
60373,704.00,22.87,949.63
61402,704.00,22.88,949.62
62411,704.00,22.88,949.63
63417,704.00,22.88,949.64
64425,698.00,22.89,949.61
65453,698.00,22.89,949.62
66463,698.00,22.89,949.63
67473,698.00,22.89,949.63
68476,698.00,22.89,949.63
69480,698.00,22.90,949.65
70490,698.00,22.89,949.62
71498,698.00,22.89,949.63
72507,698.00,22.90,949.63
73509,698.00,22.90,949.63
74512,697.00,22.90,949.62
75528,697.00,22.90,949.62
76536,697.00,22.90,949.62
timestamp_ms,co2_ppm,temperature_C,pressure_hPa
8809,0.00,22.67,949.69
9829,0.00,22.85,949.61
10856,0.00,22.87,949.61
11885,0.00,22.88,949.63
12897,0.00,22.88,949.63
13897,849.00,22.89,949.63
14912,849.00,22.89,949.64
15922,849.00,22.90,949.64
16940,849.00,22.90,949.62
17966,832.00,22.91,949.62
18971,832.00,22.91,949.62
19986,832.00,22.91,949.62
20992,832.00,22.91,949.63
21992,832.00,22.92,949.62
22995,822.00,22.92,949.62
24024,822.00,22.92,949.60
25035,822.00,22.92,949.64
26064,822.00,22.92,949.62
27067,825.00,22.92,949.63
28086,825.00,22.90,949.62
29108,825.00,22.92,949.63
30120,825.00,22.92,949.62
31140,825.00,22.92,949.62
32146,821.00,22.93,949.60
33171,821.00,22.92,949.62
34182,821.00,22.93,949.63
35210,821.00,22.91,949.63
36219,821.00,22.93,949.62
37223,818.00,22.93,949.62
38226,818.00,22.93,949.61
39242,818.00,22.93,949.62
40247,818.00,22.94,949.61
41270,814.00,22.94,949.62
42282,814.00,22.94,949.62
43283,814.00,22.94,949.64
44288,814.00,22.94,949.61
45295,814.00,22.90,949.63
46303,810.00,22.94,949.61
47323,810.00,22.90,949.64
48326,810.00,22.94,949.61
49329,810.00,22.95,949.62
50337,810.00,22.95,949.60
51342,807.00,22.95,949.62
52344,807.00,22.95,949.62
53350,807.00,22.95,949.63
54363,807.00,22.95,949.61
55367,798.00,22.95,949.62
56394,798.00,22.96,949.63
57400,798.00,22.96,949.62
58402,798.00,22.96,949.63
59411,798.00,22.96,949.62
60421,789.00,22.96,949.59
61431,789.00,22.96,949.59
62437,789.00,22.96,949.61
63445,789.00,22.96,949.61
64472,782.00,22.97,949.63
65478,782.00,22.96,949.60
66485,782.00,22.97,949.63
67488,782.00,22.97,949.61
68504,782.00,22.97,949.62
69506,765.00,22.97,949.62
70517,765.00,22.97,949.59
71518,765.00,22.97,949.61
72524,765.00,22.97,949.60
73535,765.00,22.97,949.61
74540,757.00,22.97,949.61
75546,757.00,22.97,949.63
76560,757.00,22.97,949.61
77571,757.00,22.97,949.61
78584,745.00,22.97,949.60
79589,745.00,22.97,949.62
80605,745.00,22.97,949.60
81614,745.00,22.97,949.61
82624,745.00,22.97,949.61
83632,736.00,22.98,949.60
84647,736.00,22.97,949.61
85653,736.00,22.98,949.59
86670,736.00,22.96,949.62
87678,726.00,22.98,949.60
88683,726.00,22.98,949.63
89687,726.00,22.98,949.62
90701,726.00,22.98,949.62
91714,726.00,22.98,949.61
92720,719.00,22.99,949.62
93728,719.00,22.98,949.62
94737,719.00,22.99,949.63
95752,719.00,22.98,949.61
96761,719.00,22.99,949.61
97771,712.00,22.99,949.61
98771,712.00,22.99,949.61
99786,712.00,22.99,949.61
100797,712.00,22.99,949.62
101800,706.00,22.99,949.59
102807,706.00,22.99,949.61
103815,706.00,22.99,949.61
104821,706.00,23.00,949.63
105830,706.00,22.99,949.61
106854,699.00,23.00,949.62
107876,699.00,22.99,949.59
108879,699.00,23.00,949.59
109908,699.00,23.00,949.61
110924,699.00,23.00,949.62
111942,694.00,23.00,949.61
112966,694.00,22.99,949.60
113982,694.00,23.00,949.61
114987,694.00,23.00,949.62
116013,687.00,23.00,949.61
117032,687.00,23.00,949.62
118043,687.00,23.00,949.60
119072,687.00,23.00,949.61
120087,687.00,23.00,949.62
121095,681.00,23.00,949.62
122096,681.00,23.01,949.61
123102,681.00,23.01,949.62
124110,681.00,23.01,949.61
125138,678.00,23.01,949.60
126147,678.00,23.01,949.62
127160,678.00,23.01,949.61
128170,678.00,23.00,949.62
129176,678.00,23.01,949.62
130181,673.00,23.01,949.61
131183,673.00,23.01,949.63
132194,673.00,23.01,949.62
133201,673.00,23.01,949.61
134202,673.00,23.01,949.62
135205,667.00,23.01,949.60
136219,667.00,23.01,949.63
137219,667.00,23.01,949.59
138243,667.00,22.96,949.63
139251,663.00,23.01,949.62
140264,663.00,23.01,949.60
141267,663.00,23.01,949.61
142282,663.00,23.01,949.62
143283,663.00,23.01,949.61
144309,660.00,23.02,949.59
145317,660.00,23.02,949.62
146318,660.00,23.02,949.61
147322,660.00,23.02,949.62
148327,652.00,23.01,949.61
149329,652.00,23.02,949.62
150347,652.00,23.02,949.62
151349,652.00,23.02,949.62
152356,652.00,23.02,949.60
153359,650.00,23.02,949.60
154387,650.00,23.02,949.61
155389,650.00,23.02,949.62
156396,650.00,23.02,949.60
157399,650.00,23.02,949.62
158399,647.00,23.03,949.63
159415,647.00,23.02,949.61
160417,647.00,23.03,949.62
161420,647.00,23.03,949.61
162422,642.00,23.03,949.60
163431,642.00,23.03,949.62
164440,642.00,23.03,949.62
165468,642.00,23.04,949.62
166491,642.00,23.02,949.58
167520,639.00,23.03,949.61
168531,639.00,23.04,949.62
169539,639.00,23.03,949.61
170548,639.00,23.04,949.61
171561,639.00,23.03,949.60
172567,636.00,23.04,949.61
173592,636.00,23.00,949.62
174602,636.00,23.03,949.62
175608,636.00,23.04,949.61
176631,634.00,23.01,949.61
177751,634.00,23.04,949.62
178766,634.00,23.04,949.63
179769,634.00,23.03,949.61
180795,634.00,23.04,949.63
181822,634.00,23.03,949.61
182911,634.00,23.04,949.61
183917,634.00,22.99,949.62
184930,634.00,23.00,949.62
185950,633.00,23.02,949.61
186974,633.00,23.00,949.62
187978,633.00,23.01,949.63
189003,633.00,23.02,949.64
190028,633.00,23.03,949.63
191047,632.00,23.03,949.60
192050,632.00,23.00,949.60
193055,632.00,23.03,949.62
194077,632.00,23.03,949.61
195080,632.00,23.04,949.62
196106,632.00,23.04,949.60
197108,632.00,23.04,949.61
198117,632.00,23.05,949.61
199122,632.00,23.04,949.63
200127,629.00,23.05,949.62
201135,629.00,23.05,949.62
202142,629.00,23.05,949.62
203153,629.00,23.05,949.63
204158,629.00,23.05,949.62
205160,628.00,23.05,949.62
206172,628.00,23.05,949.59
207175,628.00,23.05,949.61
208194,628.00,23.05,949.63
209223,627.00,23.05,949.60
210226,627.00,23.05,949.62
211237,627.00,23.05,949.61
212249,627.00,23.05,949.62
213276,627.00,23.05,949.61
214284,625.00,23.05,949.61
215303,625.00,23.04,949.61
216304,625.00,23.05,949.60
217318,625.00,23.05,949.61
218338,624.00,23.05,949.61
219342,624.00,23.05,949.61
220351,624.00,23.05,949.61
221356,624.00,23.06,949.62
222360,624.00,23.06,949.62
223365,623.00,23.06,949.60
224375,623.00,23.05,949.60
225380,623.00,23.06,949.63
226387,623.00,23.06,949.63
227396,623.00,23.06,949.61
228403,622.00,23.06,949.63
229406,622.00,23.06,949.61
230415,622.00,23.06,949.60
231417,622.00,23.06,949.62
232420,622.00,23.06,949.60
233439,622.00,23.06,949.62
234440,622.00,23.06,949.61
235447,622.00,23.06,949.61
236453,622.00,23.06,949.60
237481,621.00,23.06,949.63
238492,621.00,23.06,949.62
239493,621.00,23.06,949.63
240527,621.00,23.06,949.62
241537,621.00,23.06,949.60
242564,621.00,23.06,949.62
243569,621.00,23.06,949.62
244574,621.00,23.06,949.61
245584,621.00,23.06,949.64
246597,621.00,23.06,949.61
247600,621.00,23.07,949.60
248608,621.00,23.07,949.61
249623,621.00,23.06,949.60
250633,621.00,23.06,949.61
251669,621.00,23.07,949.60
252674,621.00,23.06,949.60
253685,621.00,23.06,949.61
254691,621.00,23.07,949.60
255693,621.00,23.07,949.61
256696,621.00,23.07,949.61
257698,621.00,23.07,949.62
258715,621.00,23.07,949.61
259726,621.00,23.06,949.61
260750,620.00,23.07,949.62
261760,620.00,23.07,949.63
262771,620.00,23.07,949.63
263791,620.00,23.06,949.62
264795,620.00,23.07,949.60
265798,620.00,23.07,949.62
266799,620.00,23.07,949.62
267806,620.00,23.07,949.61
268818,620.00,23.07,949.61
269845,619.00,23.07,949.61
270852,619.00,23.07,949.62
271867,619.00,23.07,949.63
272880,619.00,23.06,949.62
273888,619.00,23.05,949.61
274894,619.00,23.07,949.62
275897,619.00,23.07,949.61
276904,619.00,23.07,949.62
277913,619.00,23.07,949.60
278915,619.00,23.07,949.62
279919,619.00,23.07,949.62
280932,619.00,23.07,949.63
281952,619.00,23.07,949.62
282966,619.00,23.07,949.61
283968,619.00,23.08,949.62
284984,619.00,23.08,949.61
285990,619.00,23.07,949.61
286999,619.00,23.08,949.62
288016,619.00,23.07,949.61
289041,619.00,23.08,949.60
290058,619.00,23.08,949.61
291063,619.00,23.08,949.61
292064,619.00,23.08,949.61
293075,619.00,23.08,949.63
294085,619.00,23.08,949.62
295095,619.00,23.08,949.62
296095,619.00,23.08,949.61
297098,619.00,23.08,949.61
298104,619.00,23.08,949.62
299108,619.00,23.08,949.62
300118,619.00,23.08,949.60
301130,619.00,23.08,949.62
302134,619.00,23.08,949.61
303157,619.00,23.08,949.61
304186,619.00,23.09,949.60
305195,619.00,23.08,949.61
306218,619.00,23.09,949.61
307228,619.00,23.09,949.61
308256,619.00,23.09,949.60
309265,619.00,23.09,949.60
310273,619.00,23.09,949.62
311277,619.00,23.09,949.64
312279,619.00,23.09,949.62
313282,619.00,23.09,949.62
314293,619.00,23.09,949.61
315301,619.00,23.09,949.60
316314,619.00,23.09,949.62
317340,619.00,23.09,949.60
318346,619.00,23.09,949.63
319355,619.00,23.09,949.62
320356,619.00,23.10,949.62
321382,619.00,23.10,949.61
322391,619.00,23.10,949.62
323401,619.00,23.10,949.62
324406,619.00,23.10,949.60
325413,619.00,23.10,949.63
326439,619.00,23.10,949.61
327454,619.00,23.05,949.61
328464,619.00,23.09,949.63
329465,619.00,23.10,949.61
330477,619.00,23.10,949.61
331486,619.00,23.10,949.61
332501,619.00,23.10,949.61
333501,619.00,23.10,949.61
334509,619.00,23.10,949.60
335515,619.00,23.10,949.60
336516,619.00,23.10,949.61
337522,619.00,23.10,949.62
338531,619.00,23.10,949.62
339533,619.00,23.10,949.61
340550,620.00,23.11,949.61
341570,620.00,23.10,949.61
342578,620.00,23.11,949.60
343587,620.00,23.10,949.61
344595,620.00,23.11,949.61
345605,620.00,23.11,949.61
346615,620.00,23.11,949.62
347630,620.00,23.11,949.60
348643,620.00,23.11,949.62
349660,620.00,23.11,949.62
350665,620.00,23.11,949.61
351680,620.00,23.11,949.63
352693,620.00,23.11,949.62
353703,621.00,23.12,949.61
354710,621.00,23.11,949.62
355722,621.00,23.10,949.63
356742,621.00,23.11,949.64
357746,621.00,23.12,949.62
358750,621.00,23.12,949.62
359760,621.00,23.12,949.62
360761,621.00,23.12,949.61
361776,621.00,23.11,949.60
362785,621.00,23.12,949.60
363796,621.00,23.11,949.62
364797,621.00,23.12,949.62
365808,621.00,23.12,949.61
366808,621.00,23.12,949.62
367814,622.00,23.12,949.61
368824,622.00,23.12,949.62
369828,622.00,23.12,949.60
370835,622.00,23.12,949.62
371852,622.00,23.12,949.59
372880,622.00,23.12,949.61
373892,622.00,23.12,949.60
374899,622.00,23.12,949.60
375917,622.00,23.12,949.61
376922,622.00,23.12,949.60
377926,622.00,23.12,949.61
378935,622.00,23.12,949.62
379945,622.00,23.12,949.62
380960,622.00,23.09,949.62
381978,622.00,23.12,949.61
382990,622.00,23.12,949.63
383995,622.00,23.13,949.61
385017,622.00,23.12,949.62
386026,622.00,23.13,949.61
387054,622.00,23.13,949.61
388064,622.00,23.13,949.59
389067,622.00,23.13,949.62
390075,622.00,23.13,949.63
391085,621.00,23.13,949.61
392085,621.00,23.13,949.60
393092,621.00,23.13,949.61
394103,621.00,23.13,949.60
395104,621.00,23.13,949.61
396108,622.00,23.13,949.62
397126,622.00,23.13,949.60
398148,622.00,23.13,949.62
399150,622.00,23.13,949.61
400175,622.00,23.13,949.60
401175,622.00,23.13,949.62
402185,622.00,23.13,949.62
403194,622.00,23.13,949.60
404210,622.00,23.13,949.60
405239,621.00,23.14,949.61
406252,621.00,23.09,949.63
407257,621.00,23.13,949.61
408267,621.00,23.13,949.61
409274,621.00,23.13,949.61
410306,621.00,23.13,949.60
411306,621.00,23.14,949.60
412313,621.00,23.14,949.61
413323,621.00,23.13,949.61
414329,621.00,23.13,949.61
415333,621.00,23.13,949.60
416345,621.00,23.13,949.62
417346,621.00,23.14,949.61
418357,621.00,23.14,949.60
419362,621.00,23.14,949.61
420378,621.00,23.13,949.60
421382,621.00,23.14,949.62
422399,621.00,23.14,949.61
423400,621.00,23.14,949.62
424419,621.00,23.14,949.60
425432,621.00,23.14,949.60
426443,621.00,23.14,949.60
427451,621.00,23.14,949.62
428461,621.00,23.14,949.61
429473,621.00,23.14,949.62
430482,621.00,23.14,949.61
431648,621.00,23.15,949.62
432660,621.00,23.14,949.61
433660,620.00,23.14,949.62
434673,620.00,23.15,949.60
435685,620.00,23.15,949.61
436687,620.00,23.15,949.63
437692,620.00,23.15,949.62
438718,620.00,23.11,949.59
439733,620.00,23.14,949.61
440757,620.00,23.12,949.59
441778,620.00,23.14,949.61
442795,620.00,23.12,949.60
443812,620.00,23.10,949.62
444830,620.00,23.10,949.62
445855,620.00,23.10,949.62
446872,620.00,23.10,949.62
447892,619.00,23.10,949.59
448919,619.00,23.13,949.61
450020,619.00,23.14,949.61
451092,619.00,23.13,949.60
452114,620.00,23.13,949.61
453131,620.00,23.13,949.61
454155,620.00,23.12,949.61
455168,620.00,23.12,949.61
456194,620.00,23.11,949.61
457209,620.00,23.12,949.61
458229,620.00,23.12,949.62
459245,620.00,23.12,949.62
460255,620.00,23.13,949.62
461273,620.00,23.11,949.60
462284,620.00,23.12,949.61
463415,620.00,23.14,949.62
464457,620.00,23.14,949.60
465481,620.00,23.11,949.61
466489,620.00,23.10,949.61
467501,620.00,23.11,949.62
468528,620.00,23.11,949.62
469541,620.00,23.12,949.63
470569,619.00,23.10,949.61
471579,619.00,23.11,949.60
472616,619.00,23.14,949.60
473641,619.00,23.13,949.59
474721,619.00,23.16,949.62
475730,619.00,23.15,949.62
476865,619.00,23.16,949.62
477887,619.00,23.15,949.62
478937,619.00,23.16,949.61
479953,619.00,23.16,949.62
480970,619.00,23.13,949.60
481995,619.00,23.16,949.62
483005,619.00,23.17,949.62
484025,619.00,23.17,949.62
485052,619.00,23.18,949.63
486072,619.00,23.14,949.60
487090,619.00,23.16,949.62
488107,619.00,23.17,949.61
489134,619.00,23.17,949.63
490140,619.00,23.18,949.63
491147,619.00,23.19,949.62
492158,619.00,23.19,949.61
493158,619.00,23.19,949.62
494158,619.00,23.19,949.61
495170,619.00,23.19,949.63
496198,619.00,23.19,949.61
497208,619.00,23.20,949.60
498222,619.00,23.19,949.63
499247,619.00,23.20,949.62
500254,619.00,23.20,949.62
501256,619.00,23.20,949.61
502263,619.00,23.20,949.61
503263,620.00,23.21,949.60
504271,620.00,23.21,949.62
505292,620.00,23.20,949.63
506299,620.00,23.21,949.62
507301,620.00,23.21,949.61
508314,620.00,23.21,949.63
509318,620.00,23.21,949.61
510334,620.00,23.21,949.62
511338,620.00,23.21,949.61
512344,619.00,23.22,949.63
513371,619.00,23.20,949.63
514381,619.00,23.21,949.61
515387,619.00,23.22,949.62
516404,619.00,23.21,949.62
517405,619.00,23.22,949.62
518414,619.00,23.22,949.61
519435,619.00,23.22,949.61
520456,619.00,23.21,949.62
521463,619.00,23.22,949.61
522473,618.00,23.22,949.62
523484,618.00,23.22,949.61
524490,618.00,23.22,949.62
525501,618.00,23.22,949.60
526506,618.00,23.22,949.61
527509,618.00,23.22,949.62
528520,618.00,23.23,949.62
529521,618.00,23.23,949.61
530530,618.00,23.23,949.62
531537,617.00,23.23,949.61
532537,617.00,23.23,949.61
533544,617.00,23.23,949.59
534554,617.00,23.23,949.60
535565,617.00,23.23,949.63
536576,618.00,23.23,949.60
537581,618.00,23.23,949.62
538591,618.00,23.23,949.62
539597,618.00,23.23,949.61
540607,618.00,23.24,949.62
541615,618.00,23.23,949.61
542633,618.00,23.23,949.60
543635,618.00,23.23,949.61
544664,618.00,23.23,949.62
545680,619.00,23.23,949.62
546686,619.00,23.24,949.62
547704,619.00,23.23,949.61
548714,619.00,23.23,949.62
549714,620.00,23.24,949.62
550730,620.00,23.23,949.62
551731,620.00,23.24,949.62
552740,620.00,23.24,949.64
553749,620.00,23.24,949.62
554775,619.00,23.24,949.62
555785,619.00,23.24,949.62
556801,619.00,23.24,949.62
557812,619.00,23.23,949.61
558813,619.00,23.24,949.61
559818,619.00,23.24,949.60
560827,619.00,23.24,949.63
561844,619.00,23.23,949.64
562857,619.00,23.24,949.61
563857,620.00,23.24,949.62
564866,620.00,23.24,949.62
565878,620.00,23.24,949.64
566897,620.00,23.23,949.62
567903,620.00,23.23,949.62
568912,620.00,23.24,949.61
569913,620.00,23.24,949.61
570919,620.00,23.24,949.61
571926,620.00,23.23,949.61
572927,620.00,23.23,949.61
573948,620.00,23.23,949.62
574954,620.00,23.23,949.61
575962,620.00,23.23,949.63
576982,620.00,23.23,949.63
578008,621.00,23.23,949.62
579028,621.00,23.23,949.63
580033,621.00,23.23,949.61
581035,621.00,23.23,949.62
582056,621.00,23.23,949.63
583062,621.00,23.23,949.62
584075,621.00,23.23,949.62
585086,621.00,23.23,949.62
586099,621.00,23.23,949.62
587111,620.00,23.22,949.61
588111,620.00,23.23,949.62
589112,620.00,23.23,949.62
590120,620.00,23.23,949.61
591126,620.00,23.23,949.61
592148,620.00,23.23,949.62
593157,620.00,23.23,949.63
594172,620.00,23.23,949.62
595184,620.00,23.23,949.64
596196,620.00,23.23,949.63
597209,620.00,23.23,949.61
598210,620.00,23.23,949.63
599225,620.00,23.23,949.61
600235,620.00,23.23,949.63
601239,620.00,23.23,949.62
602239,620.00,23.23,949.63
603248,620.00,23.23,949.61
604264,620.00,23.23,949.63
605276,620.00,23.23,949.60
606278,621.00,23.23,949.60
607303,621.00,23.21,949.62
608305,621.00,23.23,949.60
609311,621.00,23.23,949.62
610316,621.00,23.23,949.63
611342,621.00,23.23,949.63
612347,621.00,23.23,949.63
613360,621.00,23.23,949.63
614361,621.00,23.23,949.63
615361,621.00,23.23,949.62
616375,621.00,23.23,949.61
617382,621.00,23.23,949.63
618389,621.00,23.23,949.63
619401,621.00,23.23,949.61
620405,621.00,23.24,949.62
621431,621.00,23.24,949.64
622449,621.00,23.24,949.63
623454,621.00,23.24,949.63
624461,622.00,23.24,949.62
625467,622.00,23.24,949.62
626477,622.00,23.24,949.62
627477,622.00,23.24,949.63
628486,622.00,23.24,949.63
629491,622.00,23.24,949.61
630517,622.00,23.24,949.62
631522,622.00,23.24,949.62
632533,622.00,23.24,949.62
633534,622.00,23.25,949.63
634536,623.00,23.25,949.63
635547,623.00,23.25,949.63
636553,623.00,23.25,949.63
637557,623.00,23.25,949.63
638563,623.00,23.25,949.63
639569,623.00,23.25,949.63
640579,623.00,23.25,949.63
641580,623.00,23.25,949.65
642580,623.00,23.25,949.62
643581,624.00,23.25,949.63
644598,624.00,23.25,949.62
645609,624.00,23.25,949.61
646616,624.00,23.25,949.62
647625,623.00,23.25,949.63
648633,623.00,23.25,949.62
649634,623.00,23.26,949.62
650644,623.00,23.26,949.62
651650,623.00,23.26,949.63
652658,623.00,23.26,949.65
653671,623.00,23.26,949.63
654682,623.00,23.26,949.62
655694,623.00,23.26,949.62
656704,623.00,23.26,949.65
657730,624.00,23.26,949.62
658734,624.00,23.26,949.61
659742,624.00,23.26,949.63
660759,624.00,23.26,949.63
661786,624.00,23.27,949.63
662803,624.00,23.26,949.62
663813,624.00,23.26,949.62
664825,624.00,23.26,949.63
665826,624.00,23.27,949.62
666838,624.00,23.27,949.62
667839,624.00,23.27,949.62
668846,624.00,23.27,949.63
669853,624.00,23.27,949.62
670856,624.00,23.27,949.63
671862,625.00,23.27,949.64
672875,625.00,23.27,949.63
673877,625.00,23.27,949.62
674883,625.00,23.28,949.63
675892,626.00,23.27,949.63
676894,626.00,23.27,949.60
677900,626.00,23.28,949.64
678907,626.00,23.28,949.62
679921,626.00,23.28,949.62
680947,626.00,23.28,949.63
681955,626.00,23.28,949.63
682964,626.00,23.28,949.63
683979,626.00,23.28,949.63
684980,626.00,23.28,949.63
685991,626.00,23.29,949.63
687007,626.00,23.28,949.63
688011,626.00,23.28,949.63
689030,626.00,23.28,949.62
690041,627.00,23.28,949.64
691044,627.00,23.29,949.63
692050,627.00,23.29,949.63
693051,627.00,23.29,949.65
694057,627.00,23.29,949.62
695062,627.00,23.29,949.63
696066,627.00,23.29,949.63
697092,627.00,23.29,949.64
698100,627.00,23.29,949.63
699100,627.00,23.30,949.62
700102,627.00,23.29,949.64
701116,627.00,23.30,949.63
702123,627.00,23.29,949.64
703130,627.00,23.30,949.63
704134,628.00,23.30,949.62
705142,628.00,23.29,949.62
706167,628.00,23.30,949.63
707177,628.00,23.30,949.64
708185,628.00,23.30,949.62
709211,628.00,23.30,949.63
710216,628.00,23.30,949.64
711229,628.00,23.30,949.63
timestamp_ms,co2_ppm,temperature_C,pressure_hPa
8813,0.00,23.05,949.65
9814,0.00,23.24,949.63
10842,0.00,23.25,949.63
11867,0.00,23.26,949.63
12867,0.00,23.26,949.61
13872,644.00,23.27,949.65
14882,644.00,23.27,949.63
15882,644.00,23.28,949.62
16888,644.00,23.28,949.63
17896,638.00,23.28,949.64
18898,638.00,23.29,949.64
19905,638.00,23.29,949.63
20916,638.00,23.29,949.63
21924,638.00,23.29,949.63
22935,647.00,23.29,949.63
23944,647.00,23.29,949.63
24945,647.00,23.29,949.64
25951,647.00,23.30,949.64
26963,647.00,23.30,949.62
27966,646.00,23.30,949.62
28985,646.00,23.29,949.63
29989,646.00,23.30,949.63
30989,646.00,23.30,949.63
31989,645.00,23.30,949.63
33016,645.00,23.30,949.65
34025,645.00,23.30,949.63
35032,645.00,23.30,949.63
36053,645.00,23.30,949.63
37060,652.00,23.30,949.63
38079,652.00,23.28,949.64
39090,652.00,23.30,949.63
40094,652.00,23.30,949.64
41106,651.00,23.30,949.63
42185,651.00,23.30,949.64
43193,651.00,23.30,949.62
44209,651.00,23.30,949.64
45233,651.00,23.29,949.63
46259,654.00,23.30,949.62
47267,654.00,23.30,949.64
48276,654.00,23.30,949.64
49282,654.00,23.30,949.64
50292,654.00,23.30,949.65
51292,654.00,23.31,949.62
52301,654.00,23.30,949.63
53315,654.00,23.30,949.64
54324,654.00,23.31,949.65
55326,654.00,23.31,949.64
56406,654.00,23.31,949.62
57422,654.00,23.30,949.62
58450,654.00,23.30,949.64
59478,654.00,23.26,949.64
60604,654.00,23.31,949.63
61612,654.00,23.30,949.64
62630,654.00,23.30,949.64
63633,654.00,23.29,949.65
64647,654.00,23.30,949.64
65650,654.00,23.31,949.61
66652,654.00,23.31,949.63
67657,654.00,23.31,949.64
68679,654.00,23.31,949.63
69686,655.00,23.31,949.65
70694,655.00,23.31,949.61
71716,655.00,23.31,949.64
72734,655.00,23.31,949.63
73735,655.00,23.31,949.63
74737,655.00,23.31,949.62
75751,655.00,23.31,949.63
76760,655.00,23.31,949.64
77763,655.00,23.31,949.64
78764,656.00,23.31,949.61
79788,656.00,23.31,949.62
80788,656.00,23.31,949.62
81793,656.00,23.31,949.63
82804,656.00,23.31,949.64
83808,657.00,23.31,949.63
84835,657.00,23.31,949.63
85843,657.00,23.31,949.63
86843,657.00,23.31,949.63
87845,657.00,23.31,949.63
88854,657.00,23.31,949.63
89855,657.00,23.31,949.65
90862,657.00,23.31,949.64
91868,657.00,23.31,949.63
92895,658.00,23.31,949.64
93900,658.00,23.31,949.64
94907,658.00,23.31,949.63
95923,658.00,23.31,949.65
96952,658.00,23.31,949.63
97958,658.00,23.31,949.63
98971,658.00,23.31,949.63
99974,658.00,23.31,949.64
100983,658.00,23.31,949.64
101986,659.00,23.31,949.64
103013,659.00,23.31,949.65
104026,659.00,23.31,949.63
105039,659.00,23.31,949.65
106040,659.00,23.31,949.62
107043,659.00,23.31,949.64
108049,659.00,23.31,949.65
109055,659.00,23.30,949.64
110083,659.00,23.31,949.64
111103,659.00,23.30,949.62
112103,659.00,23.30,949.63
113109,659.00,23.31,949.64
114129,659.00,23.30,949.64
115131,659.00,23.31,949.65
116139,659.00,23.31,949.64
117148,659.00,23.31,949.64
118152,659.00,23.30,949.64
119156,659.00,23.30,949.63
120166,659.00,23.31,949.64
121178,660.00,23.30,949.63
122178,660.00,23.30,949.64
123188,660.00,23.30,949.65
124194,660.00,23.30,949.64
125200,659.00,23.30,949.63
126217,659.00,23.30,949.61
127222,659.00,23.30,949.64
128225,659.00,23.30,949.62
129230,659.00,23.30,949.64
130243,659.00,23.30,949.64
131254,659.00,23.30,949.65
132281,659.00,23.30,949.65
133290,659.00,23.30,949.64
134298,659.00,23.30,949.64
135325,659.00,23.30,949.63
136336,659.00,23.30,949.62
137337,659.00,23.30,949.65
138349,659.00,23.30,949.64
139352,658.00,23.30,949.64
140357,658.00,23.30,949.65
141386,658.00,23.30,949.63
142397,658.00,23.30,949.63
143401,658.00,23.30,949.65
144408,659.00,23.30,949.64
145409,659.00,23.30,949.64
146419,659.00,23.30,949.63
147428,659.00,23.30,949.64
148462,659.00,23.30,949.64
149469,659.00,23.30,949.64
150483,659.00,23.30,949.65
151506,659.00,23.30,949.64
152510,659.00,23.30,949.64
153538,659.00,23.30,949.63
154550,659.00,23.30,949.62
155561,659.00,23.30,949.64
156562,659.00,23.30,949.64
157570,659.00,23.30,949.65
158583,658.00,23.30,949.63
159595,658.00,23.30,949.64
160601,658.00,23.30,949.62
161611,658.00,23.30,949.63
162623,658.00,23.30,949.63
163628,658.00,23.30,949.66
164648,658.00,23.30,949.63
165660,658.00,23.30,949.64
166661,658.00,23.30,949.65
167673,658.00,23.30,949.64
168680,658.00,23.30,949.65
169705,658.00,23.30,949.64
170716,658.00,23.31,949.65
171734,658.00,23.30,949.64
172734,658.00,23.30,949.62
173740,658.00,23.30,949.63
174756,658.00,23.30,949.63
175757,658.00,23.30,949.63
176759,657.00,23.30,949.64
177771,657.00,23.30,949.63
178773,657.00,23.30,949.64
179779,657.00,23.30,949.63
180792,657.00,23.30,949.63
181800,657.00,23.30,949.62
182817,657.00,23.30,949.63
