timestamp_ms,mic_amp,energy_derivative,energy,detector_mask
timestamp_ms,mic_amp,energy_derivative,energy,detector_mask
14713,1662.42,6.10e-01,0.002888,0
14743,1666.31,2.76e-01,0.001942,0
14772,1667.09,5.06e-01,0.002610,0
14804,1648.22,5.82e-01,0.002786,0
14833,1651.45,3.32e-01,0.002095,0
14863,1655.78,1.70e-01,0.001489,0
14892,1655.01,1.58e-01,0.001422,0
14926,1652.39,2.08e-01,0.001622,0
14952,1660.40,1.40e-01,0.001319,0
14981,1653.57,6.75e-02,0.000908,0
15010,1656.89,7.53e-02,0.000950,0
15040,1661.01,1.26e+00,0.003848,0
15069,1645.81,7.39e-01,0.002955,0
15099,1655.33,9.62e-01,0.003362,0
15128,1642.11,1.07e+00,0.003553,0
15157,1654.60,2.22e+00,0.005105,0
15187,1643.22,1.52e+00,0.004279,0
15216,1651.55,5.39e-01,0.002561,0
15246,1663.56,5.28e-01,0.002524,0
15275,1648.85,7.09e-01,0.002910,0
15304,1647.58,1.29e+01,0.012400,0
15334,1670.01,4.39e+00,0.007220,0
15367,1648.10,3.14e-01,0.001996,0
15397,1649.67,8.60e-01,0.003302,0
15426,1649.05,5.78e-01,0.002708,0
15455,1649.94,1.60e-01,0.001424,0
15485,1652.70,4.92e-01,0.002498,0
15514,1634.11,3.36e-01,0.002063,0
15544,1660.46,2.01e+00,0.005053,0
15573,1649.87,5.22e-01,0.002573,0
15602,1643.57,1.64e-01,0.001441,0
15632,1660.21,3.50e-01,0.002107,0
15661,1653.31,6.02e-02,0.000874,0
15690,1638.25,1.68e-01,0.001458,0
15720,1654.08,1.14e-01,0.001201,0
15749,1650.29,3.01e-01,0.001953,0
15779,1647.83,1.50e+00,0.004369,0
15808,1648.46,4.20e-01,0.002309,0
15837,1661.24,9.08e-01,0.003394,0
15867,1657.78,1.17e+00,0.003850,0
15896,1639.41,1.66e+00,0.004591,0
15938,1652.84,4.96e-01,0.002526,0
15963,1645.54,6.03e-01,0.002771,0
15993,1629.16,1.85e+00,0.004841,0
16022,1643.13,2.14e+00,0.005248,0
16051,1644.18,2.66e-01,0.001869,0
16081,1661.82,5.04e-01,0.002556,0
16110,1654.00,4.17e-01,0.002312,0
16140,1645.87,1.15e+00,0.003811,0
16169,1660.53,1.57e+00,0.004473,0
16198,1660.81,5.91e-01,0.002757,0
16228,1654.58,1.06e+00,0.003674,0
16257,1653.87,5.94e-01,0.002754,0
16286,1650.75,2.85e-01,0.001899,0
16315,1655.34,9.44e-02,0.001086,0
16345,1660.70,5.67e-01,0.002635,0
16374,1657.16,4.40e-01,0.002312,0
16403,1649.71,2.09e-01,0.001583,0
16433,1656.71,7.34e-02,0.000932,0
16462,1646.86,1.85e-01,0.001465,0
16492,1648.42,1.20e-01,0.001171,0
16521,1656.67,2.50e+00,0.005294,0
16550,1639.80,7.64e-02,0.000939,0
16580,1653.68,2.26e-01,0.001600,0
16609,1664.56,7.29e-02,0.000902,0
16639,1648.01,3.98e-01,0.002089,0
16668,1644.73,4.03e-01,0.002090,0
16697,1642.00,4.38e-01,0.002165,0
16727,1652.42,1.33e-01,0.001184,0
16756,1649.82,1.83e-01,0.001380,0
16786,1647.45,1.70e-01,0.001319,0
16815,1651.57,2.79e-01,0.001674,0
16844,1661.18,3.05e-01,0.001738,0
16874,1650.58,1.23e-01,0.001094,0
16903,1652.31,2.45e-01,0.001533,0
16944,1650.44,3.58e-01,0.001841,0
16970,1660.98,7.49e-01,0.002644,0
16999,1653.31,5.83e-01,0.002326,0
17029,1648.17,3.15e-01,0.001703,0
17058,1654.15,1.13e-01,0.001012,0
17087,1630.46,2.99e-01,0.001632,0
17117,1668.96,9.72e-01,0.002925,0
17146,1653.79,1.57e-01,0.001175,0
17176,1646.14,9.91e-02,0.000925,0
17205,1632.56,4.12e-01,0.001869,0
17234,1662.67,3.74e-01,0.001771,0
17264,1651.22,1.25e-01,0.001018,0
17293,1644.01,1.83e-01,0.001221,0
17323,1636.97,1.71e-01,0.001171,0
17352,1654.31,9.26e-02,0.000854,0
17381,1659.28,9.14e-02,0.000840,0
17411,1649.81,1.63e-01,0.001111,0
17440,1647.19,1.11e-01,0.000909,0
17470,1650.64,1.32e+00,0.003105,0
17499,1659.32,9.89e-01,0.002701,0
17528,1652.93,6.17e-01,0.002133,0
17558,1648.50,1.67e-01,0.001106,0
17587,1651.23,4.03e-01,0.001702,0
17617,1652.30,3.26e-01,0.001522,0
17646,1649.38,1.66e-01,0.001078,0
17675,1647.43,1.85e+00,0.003569,0
17707,1653.57,5.82e-01,0.002021,0
17731,1661.76,7.93e-01,0.002348,0
17765,1678.39,3.32e+01,0.015162,0
17795,1636.46,7.73e+00,0.007316,0
17824,1650.84,7.40e-01,0.002264,0
17855,1646.70,8.15e-01,0.002369,0
17885,1668.62,3.31e+01,0.015099,0
17914,1664.98,3.96e+00,0.005224,0
17953,1645.32,5.52e-01,0.001950,0
17976,1648.87,3.89e-01,0.001637,0
18006,1646.86,3.71e+00,0.005058,0
18035,1664.31,4.58e+00,0.005616,0
18065,1650.76,5.83e-01,0.002005,0
18094,1639.51,1.52e-01,0.001023,0
18123,1660.62,3.59e-01,0.001572,0
18153,1665.83,2.43e-01,0.001295,0
18182,1658.89,2.81e-01,0.001390,0
18212,1637.91,1.35e-01,0.000964,0
18241,1640.61,2.80e-01,0.001390,0
18270,1652.32,7.80e-01,0.002318,0
18300,1645.48,4.18e-01,0.001697,0
18329,1650.81,3.49e-01,0.001551,0
18359,1644.18,5.34e-01,0.001905,0
18388,1655.61,2.81e-01,0.001377,0
18417,1662.88,1.19e-01,0.000888,0
18447,1648.19,4.66e-01,0.001744,0
18476,1651.75,1.09e-01,0.000840,0
18506,1654.07,4.80e-02,0.000551,0
18535,1658.91,1.01e-01,0.000791,0
18564,1645.80,4.71e-02,0.000536,0
18594,1640.29,8.19e-02,0.000700,0
18623,1644.16,1.19e-01,0.000837,0
18653,1658.46,1.57e-01,0.000953,0
18682,1648.14,5.19e-02,0.000543,0
18711,1655.70,2.27e-01,0.001124,0
18741,1647.61,1.66e-01,0.000953,0
18770,1659.37,1.82e-01,0.000990,0
18800,1650.41,8.38e-02,0.000667,0
18829,1653.43,1.16e-01,0.000778,0
18858,1651.03,3.51e-02,0.000424,0
18888,1636.82,1.95e-01,0.000988,0
18917,1659.00,1.94e-01,0.000980,0
18959,1655.75,6.51e-02,0.000562,0
18985,1646.44,1.01e-01,0.000692,0
19014,1643.08,7.21e-02,0.000581,0
19044,1659.77,1.71e-01,0.000885,0
19073,1654.67,1.86e-01,0.000917,0
19102,1657.29,1.52e-01,0.000822,0
19132,1654.91,5.46e-01,0.001545,0
19161,1645.78,5.14e-01,0.001491,0
19191,1651.73,1.68e-01,0.000849,0
19220,1666.49,3.10e-01,0.001142,0
19248,1645.56,3.48e-01,0.001203,0
19278,1642.95,5.08e-02,0.000457,0
19307,1649.12,1.05e-01,0.000650,0
19337,1655.14,3.62e-01,0.001197,0
19366,1641.08,3.95e-01,0.001242,0
19396,1654.54,1.69e-01,0.000807,0
19425,1652.56,2.19e-01,0.000911,0
19454,1650.91,8.39e-02,0.000559,0
19484,1642.54,1.76e-01,0.000802,0
19513,1666.56,1.23e-01,0.000667,0
19543,1678.41,3.15e-01,0.001056,0
19572,1644.23,5.49e-01,0.001385,0
19601,1629.05,6.58e+00,0.004771,0
19631,1681.70,5.53e+01,0.013837,0
19660,1665.04,7.06e+01,0.015634,0
19690,1634.41,1.59e+02,0.023425,0
19719,1644.02,1.96e+02,0.026036,0
19748,1671.13,1.43e+02,0.022231,0
19778,1637.88,1.03e+02,0.018862,0
19816,1644.10,3.61e+01,0.019470,0
19846,1635.82,2.47e+01,0.016098,0
19875,1654.94,1.21e+01,0.011294,0
19904,1667.94,1.93e+00,0.004505,0
19934,1653.96,1.31e+00,0.003716,0
19969,1635.09,2.56e+00,0.005187,0
19994,1646.07,2.27e+00,0.004887,0
20024,1672.18,1.95e+00,0.004529,0
20053,1662.91,1.46e+00,0.003913,0
20083,1630.37,1.01e+00,0.003261,0
20112,1651.91,1.90e-01,0.001412,0
20141,1657.75,7.06e-02,0.000861,0
20171,1647.72,7.10e-01,0.002731,0
20200,1657.92,6.49e+00,0.008257,0
20230,1650.28,1.95e+00,0.004530,0
20259,1632.33,3.78e-01,0.001993,0
20288,1647.36,8.41e-02,0.000940,0
20318,1664.86,7.96e-02,0.000906,0
20347,1661.29,2.51e-01,0.001592,0
20376,1637.58,1.19e-01,0.001090,0
20406,1634.31,5.41e-01,0.002302,0
20435,1676.38,1.71e-01,0.001289,0
20465,1647.59,2.66e-02,0.000504,0
20494,1635.61,1.06e-01,0.000995,0
20523,1653.46,2.44e-01,0.001497,0
20553,1652.21,8.65e-02,0.000885,0
20582,1635.32,2.66e-01,0.001539,0
20612,1651.95,1.10e-01,0.000980,0
20641,1640.09,4.72e-01,0.002014,0
20670,1678.13,7.06e-01,0.002452,0
20700,1644.31,4.12e-01,0.001867,0
20734,1639.01,1.30e+01,0.010444,0
20764,1693.05,1.87e+01,0.012517,0
20793,1661.44,2.41e+00,0.004487,0
20825,1638.33,1.33e+01,0.010691,0
20854,1622.60,9.08e+00,0.008835,0
20884,1652.84,3.38e-01,0.001705,0
20913,1669.41,7.08e-01,0.002467,0
20943,1643.88,8.33e-01,0.002676,0
20979,1646.56,7.19e-01,0.002486,0
21004,1654.05,3.98e-01,0.001849,0
21034,1613.76,2.68e+01,0.015177,0
21063,1682.62,8.35e+01,0.026788,0
21093,1662.19,1.97e+01,0.013019,0
21122,1665.36,1.49e+00,0.003575,0
21151,1650.60,1.36e+00,0.003420,0
21181,1628.56,2.53e+00,0.004661,0
21210,1649.51,1.88e+00,0.004017,0
21240,1657.66,1.07e+00,0.003031,0
21269,1645.09,2.40e+01,0.014351,0
21298,1645.03,3.61e+01,0.017608,0
21328,1648.21,9.93e+00,0.009241,0
21357,1649.85,2.49e+00,0.004626,0
21388,1636.72,8.53e-01,0.002748,0
21418,1645.77,7.07e-01,0.002503,0
21447,1623.02,3.10e+00,0.005241,0
21477,1643.31,2.61e+00,0.004809,0
21506,1648.46,7.49e+00,0.008143,0
21536,1635.06,2.01e+00,0.004218,0
21565,1649.24,1.89e+00,0.004091,0
21594,1649.05,6.56e-01,0.002410,0
21624,1630.81,2.56e+01,0.015056,0
21653,1650.64,2.74e+01,0.015567,0
21683,1660.24,4.19e+00,0.006094,0
21712,1644.41,3.73e-01,0.001818,0
21741,1642.18,5.08e-01,0.002120,0
21771,1649.26,1.06e+00,0.003065,0
21800,1655.78,1.28e+00,0.003360,0
21830,1652.40,2.16e-01,0.001381,0
21859,1652.54,3.29e-01,0.001708,0
21888,1641.90,1.76e-01,0.001241,0
21918,1644.77,6.06e-01,0.002282,0
21947,1658.73,2.45e+01,0.014446,0
21986,1657.64,6.04e+01,0.022696,0
22012,1701.75,4.77e+00,0.006373,0
22043,1669.87,9.90e-01,0.003012,0
22073,1646.58,9.11e-01,0.002889,0
22102,1643.60,8.25e-01,0.002749,0
22131,1657.80,6.32e+00,0.007608,0
22161,1657.61,2.30e+00,0.004588,0
22190,1647.28,1.06e+00,0.003115,0
22217,1653.94,3.30e+00,0.005499,0
22247,1654.63,1.18e+01,0.010406,0
22276,1640.18,4.10e+00,0.006128,0
22306,1655.97,4.97e+00,0.006747,0
22335,1627.27,3.21e+00,0.005421,0
22367,1647.55,2.08e+00,0.004370,0
22390,1659.71,2.65e+01,0.015584,0
22420,1662.91,4.74e+01,0.020832,0
22449,1655.90,9.70e+00,0.009428,0
22478,1643.25,2.26e+00,0.004552,0
22508,1665.77,5.12e+00,0.006852,0
22537,1652.54,1.41e+00,0.003600,0
22567,1642.50,1.08e+01,0.009995,0
22596,1649.64,7.80e+00,0.008490,0
22625,1649.94,4.52e+00,0.006463,0
22656,1639.66,2.50e+01,0.015729,0
22686,1648.24,1.21e+01,0.010929,0
22716,1654.92,8.92e+00,0.009395,0
22745,1635.46,9.09e-01,0.002999,0
22774,1628.95,1.77e+00,0.004179,0
22804,1627.47,1.32e+00,0.003610,0
22833,1650.04,9.64e-01,0.003088,0
22862,1640.30,3.09e+00,0.005526,0
22892,1642.98,1.11e+01,0.010495,0
22921,1635.95,3.17e+00,0.005603,0
22951,1634.52,6.07e+00,0.007748,0
22985,1679.20,6.88e+00,0.008251,0
23010,1616.18,5.21e+00,0.007176,0
23036,1660.41,2.58e+00,0.005047,0
23065,1636.73,6.08e+00,0.007756,0
23095,1653.69,7.66e-01,0.002752,0
23124,1643.97,2.49e+00,0.004965,0
23154,1665.66,1.00e+01,0.009968,0
23183,1654.18,1.46e+01,0.012030,0
23212,1643.00,1.31e+01,0.011374,0
23242,1643.76,2.01e+01,0.014115,0
23271,1639.87,1.28e+01,0.011249,0
23303,1663.00,6.74e-01,0.002871,0
23333,1618.50,5.95e-01,0.002696,0
23362,1683.47,1.21e+00,0.003849,0
23391,1620.49,5.03e-01,0.002480,0
23421,1690.67,2.52e+00,0.005550,0
23450,1625.89,1.07e+00,0.003609,0
23480,1657.28,3.89e-01,0.002181,0
23509,1652.53,8.25e-01,0.003175,0
23538,1641.95,5.31e-01,0.002548,0
23568,1666.73,3.76e-01,0.002143,0
23597,1629.50,5.56e-01,0.002606,0
23627,1632.80,5.01e-01,0.002475,0
23656,1658.91,4.84e-01,0.002431,0
23685,1656.95,3.00e-01,0.001915,0
23714,1639.29,3.01e-01,0.001918,0
23744,1636.58,1.23e+00,0.003885,0
23773,1670.23,4.36e-01,0.002308,0
23803,1677.96,9.48e-01,0.003384,0
23832,1610.21,5.89e-01,0.002666,0
23861,1655.12,4.79e-01,0.002395,0
23891,1639.60,5.75e-01,0.002610,0
23920,1676.72,1.18e+00,0.003716,0
23950,1625.54,7.94e-01,0.003059,0
23979,1680.25,2.14e+00,0.005008,0
24015,1644.23,1.28e-01,0.001239,0
24040,1644.26,9.02e+00,0.010318,0
24070,1659.95,4.88e-01,0.002400,0
24101,1649.95,2.81e-01,0.001812,0
24131,1660.99,4.98e-01,0.002410,0
24160,1639.49,1.78e+00,0.004559,0
24190,1647.40,2.96e+00,0.005880,0
24219,1653.81,7.95e-01,0.003048,0
24249,1688.26,1.63e+00,0.004363,0
24278,1651.57,7.97e-01,0.003051,0
24307,1678.25,2.17e-01,0.001591,0
24337,1625.97,1.07e+00,0.003533,0
24366,1653.91,1.30e+00,0.003891,0
24396,1650.89,6.53e-01,0.002761,0
24425,1669.32,2.93e-01,0.001849,0
24454,1635.71,9.35e-01,0.003305,0
24484,1591.79,6.12e+00,0.008456,0
24513,1640.31,1.80e-01,0.001449,0
24543,1660.11,1.06e+00,0.003522,0
24572,1633.01,1.29e+00,0.003884,0
24601,1650.22,1.08e+00,0.003568,0
24631,1657.02,6.82e-01,0.002833,0
24660,1647.66,1.53e-01,0.001338,0
24689,1635.84,5.75e-01,0.002570,0
24719,1651.68,1.99e-01,0.001507,0
24748,1646.49,4.84e-01,0.002329,0
24778,1643.58,3.72e-02,0.000643,0
24807,1642.17,1.32e-02,0.000379,0
24836,1654.31,1.08e-01,0.001074,0
24866,1666.87,4.07e-02,0.000653,0
24895,1633.77,6.69e-02,0.000829,0
24925,1635.88,1.19e-01,0.001096,0
24954,1655.13,9.77e-02,0.000984,0
24983,1660.90,9.91e-01,0.003105,0
25025,1628.82,2.26e+00,0.004684,0
25051,1631.80,1.25e+00,0.003527,0
25080,1643.48,5.20e-01,0.002283,0
25109,1653.23,8.13e-01,0.002841,0
25139,1644.29,6.45e-01,0.002525,0
25166,1637.24,8.38e-01,0.002868,0
25195,1653.42,4.21e-01,0.002029,0
25225,1658.53,6.20e-01,0.002450,0
25254,1637.04,3.38e+00,0.005698,0
25284,1656.39,1.62e+01,0.012752,0
25313,1659.39,1.47e+01,0.012166,0
25342,1636.28,5.36e+00,0.007342,0
25372,1631.77,9.06e+00,0.009543,0
25401,1665.60,6.15e+00,0.007866,0
25432,1659.90,2.39e+00,0.005148,0
25462,1646.12,2.32e-01,0.001603,0
25492,1656.77,2.50e-01,0.001664,0
25521,1652.28,3.09e-01,0.001853,0
25550,1641.95,2.20e-01,0.001563,0
25580,1660.27,1.44e-01,0.001264,0
25609,1648.62,9.78e-02,0.001042,0
25639,1638.49,4.28e-01,0.002179,0
25668,1638.85,1.01e+00,0.003344,0
25697,1636.92,3.09e+00,0.005859,0
25727,1687.52,7.63e+01,0.029085,0
25756,1674.50,2.74e+01,0.017424,0
25786,1639.60,1.42e+00,0.003966,0
25815,1626.87,4.03e-01,0.002115,0
25844,1658.06,2.18e-01,0.001555,0
25874,1649.51,7.96e-01,0.002971,0
25903,1629.68,1.57e+01,0.013183,0
25933,1661.94,9.46e+00,0.010243,0
25962,1663.31,4.22e+00,0.006838,0
26001,1643.96,1.66e-01,0.001402,0
26036,1647.98,3.40e-02,0.000634,0
26061,1640.87,9.59e-02,0.001064,0
26091,1638.07,1.66e+00,0.004421,0
26120,1663.48,2.73e+00,0.005676,0
26150,1653.43,5.63e+00,0.008156,0
26179,1643.13,6.22e-01,0.002709,0
26208,1650.68,4.57e-01,0.002324,0
26238,1668.06,8.51e-02,0.001002,0
26267,1652.26,3.01e+00,0.005960,0
26297,1637.46,8.17e+00,0.009821,0
26326,1644.79,1.05e+01,0.011137,0
26355,1662.87,1.10e+01,0.011382,0
26385,1662.16,9.29e+00,0.010472,0
26414,1633.08,4.15e+00,0.007003,0
26444,1663.68,4.62e+00,0.007382,0
26473,1664.45,4.97e-01,0.002422,0
26502,1652.30,8.10e-01,0.003077,0
26532,1667.95,1.81e-01,0.001452,0
26561,1664.51,4.66e-01,0.002311,0
26591,1640.94,7.56e-02,0.000926,0
26620,1645.44,1.30e-01,0.001205,0
26654,1637.54,1.26e-01,0.001176,0
26684,1662.12,1.20e-01,0.001133,0
26713,1652.28,1.31e-01,0.001175,0
26743,1640.07,2.93e+00,0.005515,0
26772,1651.73,7.91e-01,0.002918,0
26801,1636.93,1.25e+00,0.003660,0
26831,1641.03,5.29e+00,0.007549,0
26860,1638.36,2.04e+00,0.004683,0
26892,1667.00,1.96e+00,0.004642,0
26922,1651.53,1.76e-01,0.001390,0
26951,1623.74,1.91e-01,0.001447,0
26980,1634.32,4.80e-01,0.002298,0
27010,1666.47,9.34e-02,0.001013,0
27048,1641.36,3.48e-02,0.000618,0
27074,1645.73,1.39e-01,0.001235,0
27103,1641.74,2.15e-01,0.001538,0
27133,1641.71,5.66e-02,0.000789,0
27162,1662.90,1.68e-01,0.001360,0
27191,1653.12,3.26e-02,0.000599,0
27221,1640.96,6.03e-02,0.000815,0
27250,1639.86,4.87e-02,0.000732,0
27280,1653.90,4.35e-02,0.000692,0
27309,1642.50,4.93e-02,0.000736,0
27338,1659.81,7.95e-02,0.000935,0
27368,1664.13,1.14e-01,0.001121,0
27397,1647.31,5.44e-02,0.000766,0
27427,1638.49,9.86e-02,0.001022,0
27456,1654.43,1.35e-01,0.001186,0
27485,1658.70,8.37e-01,0.002926,0
27515,1638.53,3.53e-02,0.000600,0
27544,1638.83,3.26e-02,0.000571,0
27574,1657.05,9.60e-01,0.003067,0
27603,1642.28,4.60e-01,0.002123,0
27632,1647.34,4.13e-01,0.002000,0
27662,1646.96,3.12e-01,0.001728,0
27691,1651.60,1.48e-01,0.001184,0
27721,1639.45,3.96e-01,0.001917,0
27750,1665.47,1.22e-01,0.001056,0
27779,1657.83,5.20e-02,0.000685,0
27809,1662.02,2.35e-01,0.001440,0
27838,1628.68,1.64e-01,0.001194,0
27868,1645.81,3.84e-02,0.000573,0
27897,1650.87,5.56e-02,0.000683,0
27926,1648.28,6.11e-02,0.000709,0
27956,1651.91,1.83e-01,0.001214,0
27985,1649.75,3.44e-01,0.001652,0
28014,1644.92,4.69e-02,0.000607,0
28059,1667.70,1.47e-01,0.001063,0
28083,1630.36,2.21e+00,0.004086,0
28113,1642.18,9.28e+00,0.008478,0
28140,1670.38,1.54e+00,0.003458,0
28172,1663.75,5.28e-01,0.002033,0
28202,1638.00,3.55e-01,0.001666,0
28231,1634.69,2.36e-01,0.001360,0
28260,1662.24,3.18e-01,0.001579,0
28290,1635.13,4.24e-01,0.001823,0
28319,1640.24,5.74e+00,0.006701,0
28349,1647.42,4.27e+00,0.005781,0
28378,1649.02,2.60e+00,0.004515,0
28407,1641.58,1.75e+00,0.003704,0
28437,1655.38,1.18e+00,0.003037,0
28466,1632.53,1.23e+00,0.003105,0
28496,1652.92,1.13e+00,0.002968,0
28525,1640.26,1.28e+00,0.003167,0
28554,1672.58,1.51e+00,0.003433,0
28584,1672.62,1.19e+00,0.003056,0
28613,1652.77,8.25e-01,0.002542,0
28643,1629.54,2.01e-01,0.001254,0
28672,1652.10,3.59e-01,0.001663,0
28701,1655.04,6.22e-02,0.000688,0
28731,1641.68,1.11e-01,0.000911,0
28760,1646.60,5.77e-02,0.000650,0
28790,1652.04,1.35e-01,0.000985,0
28819,1644.49,5.11e-02,0.000601,0
28848,1657.80,7.37e-02,0.000715,0
28878,1643.07,1.41e-01,0.000980,0
28907,1647.24,2.83e-01,0.001377,0
28937,1644.47,1.74e-01,0.001072,0
28966,1662.00,5.51e-01,0.001890,0
28995,1653.42,1.07e-01,0.000831,0
29025,1640.57,4.84e-01,0.001747,0
29064,1631.65,4.65e-01,0.001705,0
29090,1642.71,6.09e-02,0.000613,0
29119,1645.21,3.60e-01,0.001477,0
29149,1661.28,5.21e-02,0.000558,0
29178,1641.30,5.58e-02,0.000572,0
29207,1636.79,6.08e-02,0.000592,0
29237,1652.04,1.15e-01,0.000807,0
29266,1640.03,3.94e-02,0.000468,0
29295,1641.42,2.74e-02,0.000386,0
29325,1650.51,2.65e-01,0.001191,0
29354,1660.62,1.10e-01,0.000762,0
29384,1634.70,3.62e-01,0.001367,0
29413,1645.71,4.99e-01,0.001596,0
29442,1667.93,2.27e-01,0.001071,0
29472,1661.58,1.50e-01,0.000865,0
29501,1629.05,5.60e-01,0.001655,0
29531,1637.24,1.50e-01,0.000852,0
29560,1647.46,5.61e-01,0.001634,0
29589,1643.38,9.23e-02,0.000660,0
29624,1649.46,1.19e-01,0.000744,0
29654,1643.13,1.79e-01,0.000903,0
29683,1637.29,2.96e+00,0.003639,0
29713,1644.81,1.10e+00,0.002261,0
29742,1641.44,1.69e+00,0.002808,0
29771,1643.73,4.51e-01,0.001460,0
29801,1656.65,5.35e-01,0.001581,0
29830,1631.20,7.51e+00,0.005899,0
29859,1625.61,1.06e+01,0.007003,0
29889,1627.43,1.27e+01,0.007678,0
29918,1655.91,1.37e+00,0.002516,0
29950,1651.50,8.69e-02,0.000637,0
29980,1631.25,1.27e-01,0.000771,0
30009,1639.42,2.52e-01,0.001084,0
30039,1658.52,4.63e-01,0.001470,0
30073,1648.54,6.85e+00,0.005653,0
30099,1662.23,6.35e-01,0.001721,0
30128,1640.49,6.49e-01,0.001741,0
30158,1652.10,2.25e-01,0.001024,0
30187,1633.00,2.14e-01,0.000998,0
30217,1646.96,5.07e-01,0.001538,0
30246,1680.26,1.67e+00,0.002788,0
30275,1634.66,3.97e+00,0.004301,0
30305,1632.76,2.67e-01,0.001116,0
30334,1635.31,3.05e-01,0.001194,0
30364,1652.03,1.13e-01,0.000727,0
30393,1666.78,5.31e+00,0.004976,0
30422,1650.11,7.16e+00,0.005782,0
30452,1650.70,1.69e+00,0.002811,0
30483,1641.82,4.55e-01,0.001467,0
