timestamp_ms,mic_amp,energy_derivative,energy,detector_mask
timestamp_ms,mic_amp,energy_derivative,energy,detector_mask
201547,1602.64,1.04e+00,0.008203,0
201577,1645.53,3.19e-01,0.004550,0
201606,1584.73,8.41e-02,0.002335,0
201635,1657.63,1.45e+00,0.009692,0
201665,1655.24,3.10e+00,0.014187,0
201694,1643.67,1.63e+00,0.010492,0
201723,1632.23,6.47e-01,0.006653,0
201753,1630.85,4.76e-01,0.005685,0
201795,1669.96,2.35e-01,0.003971,0
201820,1675.42,5.41e-02,0.001893,0
201850,1629.85,4.42e-02,0.001694,0
201879,1630.36,1.84e-01,0.003419,0
201909,1663.80,2.24e-01,0.003750,0
201938,1655.68,5.67e-01,0.005915,0
201967,1618.65,1.04e+00,0.007994,0
201997,1613.67,2.60e-01,0.003989,0
202026,1647.11,2.85e-01,0.004143,0
202055,1618.18,2.22e-01,0.003637,0
202085,1636.82,1.29e-01,0.002752,0
202114,1659.07,1.01e-01,0.002406,0
202143,1647.51,1.54e-01,0.002948,0
202173,1615.70,2.41e-01,0.003659,0
202202,1642.27,1.23e-01,0.002591,0
202232,1667.35,1.79e-01,0.003104,0
202261,1637.67,1.69e-01,0.002985,0
202290,1621.08,1.14e-01,0.002429,0
202320,1681.90,1.87e-01,0.003088,0
202349,1713.53,5.48e-01,0.005243,0
202379,1662.87,8.60e-01,0.006540,0
202408,1682.67,2.24e-01,0.003334,0
202437,1669.52,2.42e-01,0.003439,0
202467,1576.68,1.22e+00,0.007657,0
202496,1601.73,3.84e-01,0.004308,0
202526,1633.34,1.47e-01,0.002652,0
202555,1626.05,1.76e-01,0.002869,0
202584,1597.34,4.46e-02,0.001434,0
202614,1629.25,1.62e-01,0.002704,0
202643,1654.76,2.38e-02,0.001029,0
202673,1632.26,8.20e-03,0.000598,0
202702,1617.73,6.44e-02,0.001659,0
202731,1652.20,4.93e-02,0.001439,0
202761,1671.66,4.14e-02,0.001306,0
202803,1619.43,2.52e-01,0.003192,0
202828,1644.37,8.53e-02,0.001842,0
202858,1599.55,2.37e-01,0.003039,0
202887,1690.81,3.73e-01,0.003785,0
202917,1714.74,8.77e-02,0.001825,0
202946,1613.11,2.60e-01,0.003115,0
202975,1593.47,5.89e-02,0.001470,0
203005,1648.49,1.97e-01,0.002662,0
203034,1652.37,3.11e-01,0.003321,0
203064,1615.44,5.09e-02,0.001335,0
203093,1640.66,2.10e-01,0.002684,0
203122,1642.68,3.64e-02,0.001108,0
203152,1646.80,5.35e-02,0.001330,0
203181,1665.82,1.90e-01,0.002483,0
203211,1648.39,1.71e-01,0.002337,0
203240,1617.12,3.13e-01,0.003137,0
203269,1602.54,2.54e-01,0.002807,0
203299,1632.05,2.29e-01,0.002643,0
203328,1659.99,7.44e-01,0.004729,0
203358,1630.79,7.69e-01,0.004796,0
203387,1660.87,2.46e+00,0.008562,0
203416,1684.09,5.39e-01,0.004065,0
203446,1652.76,2.56e-01,0.002785,0
203475,1690.85,1.20e+00,0.005984,0
203505,1628.41,4.36e-01,0.003618,0
203538,1638.55,2.06e-01,0.002471,0
203562,1624.12,6.25e-01,0.004274,0
203591,1629.16,2.76e-01,0.002830,0
203621,1660.03,4.96e-01,0.003766,0
203650,1662.57,3.45e-01,0.003125,0
203679,1659.95,3.15e-01,0.002964,0
203709,1631.95,1.34e+00,0.006077,0
203738,1655.13,1.94e+00,0.007326,0
203768,1628.81,2.04e+00,0.007587,0
203810,1617.03,7.07e-01,0.004514,0
203835,1618.70,3.28e-01,0.003064,0
203865,1624.10,1.04e-01,0.001719,0
203894,1628.15,1.36e-01,0.001945,0
203924,1622.59,1.11e+00,0.005513,0
203953,1623.73,2.96e-01,0.002845,0
203982,1652.51,7.88e-02,0.001457,0
204012,1643.99,2.46e-02,0.000806,0
204041,1638.28,2.09e-01,0.002328,0
204071,1635.13,5.46e-02,0.001180,0
204100,1686.75,1.47e-01,0.001918,0
204129,1669.55,3.48e-02,0.000925,0
204159,1634.43,4.59e-02,0.001053,0
204188,1622.62,1.31e-01,0.001765,0
204218,1627.77,5.51e-01,0.003581,0
204247,1668.72,4.28e-02,0.000993,0
204276,1651.80,2.83e-02,0.000800,0
204308,1661.27,3.14e-02,0.000834,0
204332,1641.32,1.56e-01,0.001843,0
204361,1651.37,2.11e-01,0.002123,0
204391,1620.81,3.76e-02,0.000889,0
204420,1638.64,1.91e-02,0.000628,0
204449,1617.81,1.35e-01,0.001653,0
204479,1671.49,1.79e-01,0.001888,0
204508,1652.64,5.17e-01,0.003180,0
204538,1638.96,1.53e-01,0.001724,0
204567,1656.00,3.08e-01,0.002424,0
204596,1657.30,9.57e-02,0.001341,0
204626,1633.75,2.18e-01,0.002003,0
204655,1620.96,9.74e-02,0.001330,0
204685,1627.09,1.70e-01,0.001740,0
204714,1611.53,2.06e+00,0.006010,0
204743,1638.49,6.01e+00,0.010372,0
204773,1608.99,1.22e+00,0.004665,0
204816,1530.69,9.20e-01,0.004068,0
204841,1582.11,5.14e-02,0.000962,0
204871,1726.80,6.83e-01,0.003504,0
204900,1710.89,4.88e-01,0.002962,0
204930,1675.46,6.19e-01,0.003336,0
204959,1665.93,8.15e-01,0.003827,0
204988,1685.23,9.87e-01,0.004212,0
205017,1625.38,1.34e+00,0.004912,0
205047,1580.83,1.03e+00,0.004308,0
205076,1570.03,8.61e-01,0.003936,0
205106,1604.50,4.40e-01,0.002813,0
205135,1596.32,6.89e-01,0.003519,0
205165,1620.68,6.77e-01,0.003490,0
205194,1629.70,2.78e-01,0.002237,0
205223,1616.19,4.41e-01,0.002817,0
205253,1606.26,4.60e-01,0.002877,0
205282,1640.94,7.57e-01,0.003689,0
205312,1637.59,5.92e-01,0.003255,0
205341,1630.96,2.89e-01,0.002266,0
205370,1610.70,1.26e+00,0.004694,0
205400,1632.36,2.26e-01,0.001992,0
205429,1672.88,1.32e-01,0.001510,0
205459,1647.81,1.59e-01,0.001646,0
205488,1633.54,1.05e-01,0.001328,0
205517,1635.38,3.39e-01,0.002359,0
205547,1630.87,4.83e-01,0.002797,0
205576,1670.37,2.03e+00,0.005709,0
205606,1647.33,5.95e-01,0.003120,0
205635,1630.60,2.61e-01,0.002058,0
205664,1643.91,4.45e-01,0.002669,0
205694,2108.07,1.28e+00,0.004503,0
205723,1665.06,4.96e-01,0.002809,0
205753,1633.72,2.07e+00,0.005712,0
205782,1621.42,3.01e+00,0.006955,0
205811,1636.11,1.76e+00,0.005426,0
205853,1635.50,9.40e-01,0.003995,0
205879,1662.79,3.29e+00,0.007474,0
205908,1624.39,1.64e+00,0.005398,0
205938,1629.85,1.93e+00,0.005883,0
205967,1631.31,2.05e+00,0.006129,0
205996,1663.54,3.61e+00,0.008219,0
206026,1628.11,7.86e-01,0.003933,0
206055,1662.96,5.78e-01,0.003363,0
206085,1670.36,3.46e-01,0.002592,0
206114,1641.36,2.73e+00,0.007234,0
206143,1637.98,6.30e-01,0.003534,0
206173,1658.13,2.52e+00,0.007041,0
206202,1648.71,7.73e+00,0.012523,0
206232,1624.73,2.07e+00,0.006483,0
206265,1632.60,8.71e-01,0.004247,0
206295,1650.44,5.18e-01,0.003275,0
206324,1639.44,3.72e-01,0.002777,0
206354,1626.85,9.23e-01,0.004373,0
206383,1635.48,9.59e-01,0.004457,0
206412,1647.48,1.06e+00,0.004693,0
206442,1656.06,7.92e-01,0.004051,0
206471,1617.11,6.48e-01,0.003665,0
206498,1654.72,6.83e-01,0.003762,0
206528,1653.62,2.86e-01,0.002435,0
206558,1599.46,8.79e-02,0.001349,0
206587,1642.24,4.86e-01,0.003173,0
206616,1663.46,7.33e-01,0.003897,0
206646,1664.26,1.59e-01,0.001812,0
206675,1628.49,1.44e-01,0.001724,0
206705,1651.59,1.89e-01,0.001979,0
206734,1635.96,1.86e-01,0.001962,0
206763,1619.49,1.26e-01,0.001603,0
206793,1633.27,4.02e-01,0.002838,0
206822,1626.31,3.99e-01,0.002809,0
206861,1626.91,6.61e-02,0.001136,0
206887,1651.29,1.46e-01,0.001674,0
206916,1627.00,3.74e-01,0.002656,0
206946,1625.90,4.04e-01,0.002743,0
206975,1659.13,1.10e-01,0.001422,0
207004,1653.14,3.45e+00,0.007899,0
207034,1611.71,4.15e+00,0.008870,0
207063,1660.18,4.23e-01,0.002918,0
207093,1657.80,2.77e-01,0.002351,0
207122,1671.52,2.22e+01,0.020871,0
207151,1684.51,3.99e+00,0.008854,0
207185,1689.23,6.35e+00,0.011493,0
207214,1653.80,5.33e+00,0.010530,0
207244,1663.82,7.02e+00,0.012085,0
207273,1675.38,9.02e+00,0.013700,0
207303,1660.00,1.27e+01,0.016281,0
207332,1638.56,2.07e+01,0.020758,0
207361,1632.17,1.14e+01,0.015375,0
207391,1599.23,3.75e+00,0.008832,0
207420,1671.22,1.48e+01,0.017537,0
207450,1621.61,2.33e-01,0.002200,0
207479,1624.95,1.03e-01,0.001465,0
207508,1647.04,3.01e-01,0.002501,0
207538,1655.66,2.46e+00,0.007157,0
207567,1608.66,1.23e-01,0.001602,0
207597,1626.21,3.80e-02,0.000890,0
207626,1650.29,4.96e+00,0.010162,0
207655,1665.17,5.33e+00,0.010529,0
207685,1624.65,1.03e+00,0.004633,0
207724,1552.94,6.52e+00,0.011647,0
207753,1597.12,1.56e+00,0.005692,0
207783,1698.28,9.43e+00,0.014007,0
207812,1659.76,4.43e+00,0.009605,0
207842,1614.65,1.32e+00,0.005239,0
207878,1621.69,4.01e+00,0.009133,0
207904,1612.06,3.82e+00,0.008919,0
207933,1640.84,9.11e+00,0.013768,0
207962,1615.50,1.66e+01,0.018584,0
207995,1662.62,8.50e+00,0.013302,0
208019,1635.20,1.90e+00,0.006287,0
208049,1625.22,5.95e-01,0.003518,0
208078,1660.65,5.76e+00,0.010951,0
208108,1603.57,3.47e+01,0.026895,0
208137,1617.86,2.21e+00,0.006782,0
208166,1627.72,9.73e+00,0.014228,0
208196,1592.66,7.81e+00,0.012752,0
208225,1678.57,1.44e+01,0.017308,0
208255,1647.92,6.02e+00,0.011190,0
208286,1617.50,1.92e+00,0.006635,0
208316,1631.55,1.14e+00,0.005104,0
208345,1636.37,5.42e-01,0.003523,0
208374,1622.85,6.18e-01,0.003763,0
208404,1631.76,6.96e+00,0.012629,0
208433,1642.44,4.29e+00,0.009909,0
208462,1633.22,8.34e+00,0.013817,0
208492,1633.25,4.24e+00,0.009851,0
208521,1643.54,1.01e+00,0.004806,0
208551,1668.37,1.43e+00,0.005714,0
208580,1637.09,6.62e-01,0.003895,0
208609,1626.25,1.90e-01,0.002084,0
208639,1644.84,3.91e-02,0.000946,0
208668,1675.32,4.68e+00,0.010352,0
208698,1596.23,2.64e+01,0.024613,0
208727,1628.02,1.33e+00,0.005521,0
208757,1638.15,3.59e-01,0.002866,0
208786,1656.86,8.20e-01,0.004305,0
208815,1654.28,1.45e+01,0.018083,0
208845,1654.71,1.37e+01,0.017552,0
208886,1635.33,2.78e+00,0.007913,0
208921,1626.74,4.44e+00,0.010179,0
208950,1642.37,4.96e+00,0.010762,0
208982,1676.43,5.73e+00,0.011558,0
209006,1625.95,5.59e-01,0.003611,0
209035,1628.23,3.77e-01,0.002964,0
209064,1688.45,8.04e+00,0.013698,0
209094,1640.41,1.48e+00,0.005884,0
209123,1629.01,5.62e-01,0.003622,0
209153,1652.39,1.72e-01,0.002002,0
209182,1640.31,1.66e-01,0.001967,0
209211,1635.31,2.14e-01,0.002233,0
209241,1646.53,1.32e-01,0.001756,0
209270,1637.83,2.97e+00,0.008327,0
209300,1660.90,2.22e+01,0.022754,0
209329,1664.99,2.94e+01,0.026209,0
209358,1627.90,2.41e+01,0.023691,0
209388,1623.98,2.94e+01,0.026209,0
209417,1631.22,5.62e+00,0.011447,0
209456,1663.49,7.99e+00,0.014273,0
209484,1621.45,1.69e+00,0.006560,0
209514,1654.71,3.68e+01,0.030635,0
209543,1650.35,5.50e+00,0.011843,0
209573,1641.49,2.38e+00,0.007785,0
209602,1644.10,3.59e-01,0.003024,0
209631,1654.89,2.34e+00,0.007725,0
209661,1591.86,2.94e+01,0.027365,0
209690,1648.37,6.71e+00,0.013074,0
209720,1620.75,1.84e+00,0.006846,0
209749,1634.15,1.02e+01,0.016091,0
209778,1622.79,6.69e+00,0.013055,0
209808,1622.02,6.60e+00,0.012972,0
209837,1638.53,1.09e+01,0.016644,0
209867,1658.29,3.09e+00,0.008871,0
209904,1630.55,3.36e-01,0.002925,0
209928,1646.99,4.31e-01,0.003313,0
209957,1659.88,5.92e-01,0.003861,0
209986,1642.29,3.05e-01,0.002762,0
210016,1645.01,8.06e-01,0.004456,0
210045,1611.17,4.34e+00,0.010327,0
210075,1624.56,4.23e+00,0.010530,0
210104,1644.13,4.89e+00,0.011674,0
210133,1641.06,1.37e+00,0.006418,0
210163,1640.21,5.71e-01,0.004157,0
210192,1629.24,3.06e-01,0.003030,0
210222,1626.53,4.29e-01,0.003562,0
210251,1630.69,1.33e-01,0.001973,0
210280,1637.77,3.13e-01,0.003002,0
210310,1647.46,4.36e-01,0.003517,0
210339,1623.85,3.68e-01,0.003213,0
210369,1641.13,4.81e-01,0.003648,0
210398,1625.70,1.00e+00,0.005245,0
210427,1634.42,2.59e-01,0.002664,0
210457,1638.46,3.32e+00,0.009467,0
210486,1638.29,1.13e+00,0.005649,0
210516,1663.96,2.39e+00,0.008221,0
210545,1637.32,4.78e-01,0.003730,0
210574,1622.58,3.52e-01,0.003184,0
210604,1624.67,9.44e-01,0.005181,0
210633,1623.09,9.93e-01,0.005311,0
210663,1619.84,1.15e+00,0.005702,0
210692,1626.94,9.09e-01,0.005088,0
210721,1691.53,1.47e+00,0.006456,0
210751,1629.73,5.81e-01,0.004084,0
210780,1598.39,8.17e+00,0.015247,0
210810,1663.51,3.29e+00,0.009669,0
210849,1641.14,4.45e+00,0.011500,0
210879,1643.11,6.27e-01,0.004318,0
210913,1621.74,2.63e+00,0.008840,0
210939,1614.89,2.89e+00,0.009271,0
timestamp_ms,mic_amp,energy_derivative,energy,detector_mask
13429,1630.32,1.00e+00,0.004091,0
13455,1660.37,1.96e+00,0.005722,0
13484,1677.13,5.30e-01,0.003007,0
13514,1660.64,1.29e-01,0.001474,0
13543,1666.78,2.36e-01,0.001979,0
13572,1668.21,6.27e-02,0.001013,0
13602,1643.75,3.42e-01,0.002341,0
13631,1632.27,1.02e+00,0.004023,0
13661,1657.17,1.97e+00,0.005588,0
13690,1671.62,3.47e+00,0.007481,0
13719,1637.46,2.66e+00,0.006712,0
13749,1657.86,1.02e+00,0.004234,0
13778,1654.57,9.08e-01,0.003988,0
13808,1675.15,1.16e+00,0.004496,0
13837,1650.79,6.99e-01,0.003501,0
13866,1661.87,8.64e-01,0.003881,0
13896,1665.67,1.37e-01,0.001543,0
13925,1660.45,1.03e-01,0.001328,0
13954,1656.06,4.22e-02,0.000841,0
13984,1651.28,4.62e-01,0.002757,0
14013,1651.31,4.69e-01,0.002763,0
14043,1626.70,1.38e-01,0.001490,0
14072,1651.08,3.90e-01,0.002486,0
14101,1668.11,3.52e-02,0.000742,0
14131,1653.34,7.92e-02,0.001102,0
14160,1644.97,9.97e-01,0.003873,0
14190,1656.69,2.68e-01,0.002007,0
14219,1649.09,1.23e-01,0.001350,0
14248,1652.36,9.72e-02,0.001190,0
14278,1645.99,3.25e+00,0.006823,0
14307,1649.90,3.03e+00,0.006735,0
14337,1657.72,4.21e+00,0.008089,0
14366,1655.80,1.33e+00,0.004693,0
14395,1657.16,3.74e-01,0.002495,0
14438,1644.98,1.36e-01,0.001498,0
14464,1675.51,1.06e+00,0.004132,0
14493,1661.23,3.45e-01,0.002362,0
14522,1639.56,1.25e+00,0.004477,0
14552,1649.03,1.99e+00,0.005657,0
14581,1661.50,1.03e+00,0.004103,0
14611,1647.88,1.48e-01,0.001557,0
14640,1652.73,2.49e-01,0.002001,0
14669,1667.61,1.22e-01,0.001389,0
14699,1650.13,6.99e-02,0.001044,0
14728,1652.38,6.53e-01,0.003161,0
14758,1648.58,4.73e+00,0.008475,0
14787,1648.31,1.85e+00,0.005498,0
14816,1641.56,7.02e-01,0.003415,0
14846,1650.35,3.19e-01,0.002296,0
14875,1667.40,2.09e-01,0.001843,0
14910,1683.55,9.28e-02,0.001219,0
14940,1653.79,2.11e+00,0.005759,0
14969,1646.60,5.10e+00,0.009052,0
14998,1653.33,4.73e+00,0.008719,0
15030,1662.93,4.09e+00,0.008404,0
15060,1659.44,1.42e+00,0.004960,0
15089,1643.65,2.11e+00,0.006036,0
15119,1664.23,3.83e-01,0.002572,0
15148,1641.90,1.02e+00,0.004190,0
15177,1649.58,1.42e-01,0.001565,0
15207,1637.47,5.94e-01,0.003203,0
15236,1655.96,5.45e+00,0.009701,0
15266,1677.89,9.31e+00,0.012684,0
15295,1651.41,2.77e+00,0.006922,0
15324,1652.17,7.29e+00,0.011224,0
15354,1666.28,1.54e+01,0.016315,0
15383,1648.99,2.39e+00,0.006428,0
15413,1646.16,1.27e+00,0.004678,0
15449,1656.84,8.60e-01,0.003855,0
15474,1668.46,6.04e-01,0.003231,0
15504,1641.18,3.10e+00,0.007323,0
15533,1649.85,5.12e+00,0.009603,0
15563,1651.46,2.03e+00,0.006050,0
15595,1659.29,6.01e-01,0.003322,0
15624,1658.80,7.53e-01,0.003720,0
15654,1622.74,1.84e+00,0.005816,0
15683,1658.73,3.38e+00,0.007886,0
15712,1658.50,9.72e-01,0.004227,0
15742,1677.03,1.85e+00,0.005832,0
15771,1644.97,2.64e+00,0.006971,0
15801,1666.87,3.91e-01,0.002680,0
15830,1675.60,9.35e-01,0.004146,0
15860,1650.45,8.13e-01,0.003864,0
15889,1648.53,9.20e-01,0.004111,0
15918,1653.05,2.96e+00,0.007371,0
15948,1643.54,1.47e+00,0.005196,0
15977,1646.50,1.06e+00,0.004420,0
16006,1638.33,1.16e+00,0.004611,0
16036,1625.96,2.11e+00,0.006227,0
16065,1644.02,2.48e-01,0.002133,0
16095,1637.15,1.96e+00,0.005962,0
16124,1661.05,1.17e+00,0.004654,0
16153,1664.42,2.43e+00,0.006709,0
16183,1640.46,7.08e-01,0.003673,0
16212,1649.11,3.87e-02,0.000856,0
16242,1660.65,9.38e-02,0.001320,0
16271,1643.11,3.60e-02,0.000811,0
16300,1642.51,2.76e-01,0.002223,0
16330,1661.68,6.42e-01,0.003363,0
16359,1647.56,1.03e+00,0.004237,0
16394,1663.07,9.86e-01,0.004155,0
16423,1640.61,1.12e+00,0.004434,0
16458,1642.53,1.31e+00,0.004800,0
16483,1680.37,1.06e-01,0.001371,0
16513,1651.32,2.99e-01,0.002275,0
16542,1627.17,6.00e-02,0.001013,0
16572,1659.87,8.55e-01,0.003787,0
16601,1680.50,1.67e-01,0.001669,0
16630,1637.10,5.20e-02,0.000925,0
16660,1633.94,8.26e-02,0.001155,0
16689,1662.32,6.55e-01,0.003222,0
16719,1660.83,1.22e-01,0.001383,0
16748,1631.14,7.55e-02,0.001080,0
16777,1648.67,5.86e-02,0.000942,0
16807,1646.97,1.27e-01,0.001374,0
16836,1650.98,3.82e-02,0.000747,0
16866,1650.37,4.84e-02,0.000833,0
16895,1660.12,6.88e-02,0.000984,0
16924,1658.81,1.75e-01,0.001556,0
16954,1641.48,7.98e-02,0.001041,0
16983,1648.57,3.14e-01,0.002046,0
17013,1664.98,2.59e-02,0.000584,0
17042,1645.15,9.71e-03,0.000354,0
17071,1649.26,4.25e-02,0.000733,0
17101,1647.70,3.82e-02,0.000688,0
17130,1654.38,5.57e-02,0.000823,0
17160,1645.50,6.71e-02,0.000895,0
17189,1658.05,1.28e-01,0.001223,0
17218,1640.58,4.63e-01,0.002307,0
17248,1650.33,3.18e-01,0.001902,0
17277,1655.31,1.53e-01,0.001308,0
17307,1677.09,3.68e-01,0.002014,0
17336,1642.03,8.36e-01,0.003017,0
17365,1630.54,1.26e-01,0.001169,0
17395,1632.62,1.36e-01,0.001203,0
17424,1663.67,8.73e-02,0.000956,0
17466,1648.76,8.59e-02,0.000940,0
17491,1653.95,3.89e-02,0.000627,0
17521,1655.66,2.49e-01,0.001572,0
17550,1656.53,1.57e+00,0.003910,0
17580,1658.67,7.63e-01,0.002744,0
17609,1652.97,1.86e+00,0.004269,0
17638,1666.69,6.98e-01,0.002641,0
17668,1645.96,9.04e-01,0.002995,0
17699,1649.20,2.50e-01,0.001573,0
17723,1627.72,3.05e-01,0.001727,0
17752,1670.55,4.57e-01,0.002097,0
17782,1656.60,4.27e-01,0.002015,0
17811,1637.39,2.78e-01,0.001619,0
17841,1651.35,1.03e-01,0.000978,0
17871,1650.30,1.16e-01,0.001028,0
17901,1658.86,1.59e+00,0.003771,0
17931,1631.63,1.18e+01,0.010326,0
17960,1662.65,9.89e+00,0.009461,0
17989,1648.18,1.01e+01,0.009566,0
18019,1654.87,5.03e+00,0.006746,0
18052,1667.84,6.14e-01,0.002452,0
18081,1650.15,1.17e+00,0.003378,0
18111,1661.44,9.86e-01,0.003106,0
18140,1635.10,2.57e+00,0.005017,0
18170,1633.58,1.03e+01,0.010059,0
18199,1668.05,8.03e+00,0.008862,0
18228,1670.65,1.12e+01,0.010447,0
18258,1651.12,3.85e+00,0.006140,0
18287,1668.59,4.57e+00,0.006683,0
18317,1667.44,1.16e+01,0.010655,0
18346,1660.46,1.18e+01,0.010761,0
18375,1624.67,2.44e+00,0.004884,0
18405,1638.40,1.40e+01,0.011684,0
18434,1650.21,6.11e+00,0.007731,0
18470,1674.87,9.46e+00,0.009620,0
18495,1642.10,2.99e+00,0.005404,0
18525,1662.31,6.28e-01,0.002479,0
18554,1666.27,8.25e-01,0.002831,0
18583,1635.44,1.69e-01,0.001278,0
18613,1639.56,4.77e-01,0.002129,0
18642,1666.22,3.49e-01,0.001812,0
18672,1654.77,4.84e-01,0.002121,0
18701,1642.43,2.06e+00,0.004355,0
18730,1633.05,1.50e+00,0.003755,0
18760,1633.07,2.52e+00,0.004884,0
18789,1650.90,2.42e-01,0.001537,0
18819,1656.60,1.60e-01,0.001240,0
18848,1654.20,1.68e-01,0.001261,0
18877,1669.26,7.88e-01,0.002709,0
18907,1626.69,2.08e+00,0.004394,0
18936,1658.54,6.52e-01,0.002484,0
18966,1670.74,9.88e+00,0.009637,0
18995,1625.81,2.43e+00,0.004775,0
19028,1621.50,1.74e+01,0.012982,0
19058,1620.61,2.47e+01,0.015460,0
19087,1697.81,1.61e+01,0.012470,0
19116,1642.16,3.10e+00,0.005474,0
19146,1641.98,1.79e+00,0.004166,0
19175,1647.14,1.25e+00,0.003478,0
19205,1660.88,4.35e-01,0.002051,0
19234,1646.40,1.62e+01,0.012533,0
19263,1636.89,7.65e+01,0.027201,0
19293,1643.41,2.75e+01,0.016306,0
19322,1657.82,3.76e+00,0.006026,0
19348,1642.62,6.07e+00,0.007662,0
19378,1670.47,9.42e+00,0.009543,0
19408,1646.85,1.84e+01,0.013324,0
19437,1642.99,2.29e+01,0.014877,0
19474,1649.90,1.12e+01,0.010385,0
19498,1633.93,8.70e+00,0.009172,0
19527,1657.20,2.54e+00,0.005324,0
19557,1648.87,2.94e+00,0.005814,0
19586,1682.27,9.75e+00,0.010793,0
19615,1636.63,5.33e+00,0.007977,0
19645,1644.12,1.14e+00,0.003695,0
19676,1642.45,4.93e+00,0.007689,0
19706,1656.03,2.14e+00,0.005062,0
19735,1649.47,4.29e+00,0.007166,0
19764,1639.37,1.32e+00,0.003976,0
19794,1671.38,3.38e+00,0.006363,0
19823,1674.31,4.62e+00,0.007437,0
19853,1667.45,1.74e+00,0.004562,0
19882,1662.48,2.40e+00,0.005368,0
19911,1639.09,1.02e+00,0.003488,0
19941,1643.36,4.10e+00,0.007007,0
19970,1657.85,1.46e+00,0.004181,0
20000,1645.48,1.01e+00,0.003483,0
20029,1681.53,2.30e+00,0.005250,0
20058,1681.38,4.33e+00,0.007205,0
20088,1683.28,4.11e+00,0.007020,0
20117,1658.59,3.88e-01,0.002157,0
20147,1648.11,9.38e-01,0.003353,0
20176,1641.03,3.72e-01,0.002109,0
20205,1629.13,8.99e-02,0.001031,0
20235,1664.61,1.49e+00,0.004158,0
20264,1670.15,4.79e+00,0.007493,0
20294,1627.64,6.34e-01,0.002827,0
20323,1679.18,4.80e+00,0.007750,0
20352,1665.61,6.12e+00,0.009075,0
20382,1671.79,1.62e+00,0.004669,0
20420,1657.40,2.82e+00,0.006202,0
20450,1636.98,1.56e+00,0.004605,0
20485,1662.46,1.98e+00,0.005198,0
20510,1647.78,3.54e+00,0.006950,0
20539,1643.19,3.24e-01,0.002101,0
20568,1637.27,1.42e-01,0.001393,0
20598,1651.72,1.14e+00,0.003945,0
20627,1662.29,5.84e+00,0.008925,0
20657,1648.73,2.25e+00,0.005532,0
20686,1633.71,5.63e-01,0.002770,0
20715,1673.85,7.59e-01,0.003217,0
20745,1656.17,1.99e-01,0.001649,0
20774,1642.15,2.53e-02,0.000588,0
20804,1650.81,1.91e-01,0.001613,0
20834,1648.96,3.36e-02,0.000677,0
20864,1643.13,6.04e-01,0.002870,0
20894,1667.43,2.86e-01,0.001975,0
20923,1650.06,6.55e-02,0.000938,0
20952,1649.82,7.01e-02,0.000962,0
20982,1645.60,3.02e-01,0.001976,0
21011,1630.30,1.15e+00,0.003837,0
21041,1649.68,2.36e+00,0.005492,0
21070,1635.91,6.64e+00,0.009342,0
21099,1679.25,1.37e+01,0.013396,0
21129,1625.55,1.47e+01,0.013887,0
21158,1653.72,2.07e+01,0.016503,0
21187,1634.00,1.62e+01,0.014612,0
21217,1673.09,8.10e+00,0.010317,0
21255,1669.75,1.65e+00,0.004984,0
21285,1655.98,1.87e-01,0.001674,0
21314,1642.84,5.27e-01,0.002812,0
21344,1653.04,9.32e-02,0.001183,0
21373,1653.50,1.96e-01,0.001714,0
21402,1652.71,1.77e+00,0.005150,0
21432,1632.63,7.84e+00,0.010850,0
21461,1672.37,1.48e+01,0.014913,0
21498,1619.01,2.29e+00,0.005864,0
21523,1638.49,9.75e-01,0.003826,0
21552,1659.89,1.15e+00,0.004151,0
21581,1669.05,5.40e+00,0.009004,0
21611,1647.07,2.66e+01,0.019974,0
21640,1653.77,3.13e+01,0.021687,0
21670,1634.28,8.52e+00,0.011309,0
21699,1664.22,3.49e+00,0.007241,0
21728,1652.05,6.72e-01,0.003176,0
21758,1626.24,1.57e+01,0.015303,0
21787,1676.38,1.55e+01,0.015185,0
21817,1609.94,4.08e+00,0.007804,0
21848,1629.88,1.38e+00,0.004676,0
21877,1663.60,1.06e+00,0.004097,0
21907,1657.71,3.13e-01,0.002225,0
21936,1624.29,1.08e+00,0.004128,0
21966,1655.33,6.36e-01,0.003174,0
21995,1652.54,3.62e-01,0.002394,0
22024,1670.44,1.93e+00,0.005528,0
22054,1633.67,5.94e-01,0.003066,0
22083,1658.24,6.37e-01,0.003176,0
22113,1629.61,1.33e+00,0.004597,0
22142,1648.28,3.68e-01,0.002412,0
22171,1665.65,2.24e+00,0.005959,0
22201,1634.79,8.36e-01,0.003637,0
22230,1632.24,1.32e+00,0.004576,0
22260,1643.26,4.49e-01,0.002667,0
22289,1671.04,2.34e-01,0.001927,0
22316,1640.76,1.94e+00,0.005540,0
22345,1644.55,1.93e-01,0.001746,0
22377,1663.88,4.09e-01,0.002525,0
22401,1632.64,1.49e-01,0.001515,0
22430,1652.71,6.76e-01,0.003198,0
22459,1653.87,1.05e+00,0.003979,0
22489,1643.10,1.73e+00,0.005107,0
22524,1648.91,6.37e-01,0.003118,0
22549,1656.78,2.18e+00,0.005746,0
22578,1639.31,1.25e+00,0.004406,0
22607,1651.07,8.05e-01,0.003543,0
22637,1643.55,5.69e-01,0.002974,0
22666,1666.79,6.61e-01,0.003190,0
22696,1640.48,2.08e+00,0.005634,0
22725,1627.55,5.68e-01,0.002979,0
